#   Fibonacci index  |   Time (s)   | Size (bytes) 
# -------------------+--------------+--------------
               38422 | 0.001745800s | 3336 B
               39499 | 0.001855000s | 3432 B
               40576 | 0.001959100s | 3528 B
               41653 | 0.002141500s | 3616 B
               42730 | 0.002183000s | 3712 B
               43807 | 0.002109800s | 3808 B
               44884 | 0.002191400s | 3896 B
               45961 | 0.002168800s | 3992 B
               47038 | 0.002349300s | 4088 B
               48115 | 0.002388400s | 4176 B
               49192 | 0.002310200s | 4272 B
               50269 | 0.002564200s | 4368 B
               51346 | 0.002431000s | 4456 B
               52423 | 0.002538400s | 4552 B
               53500 | 0.002987900s | 4648 B
               54577 | 0.003110200s | 4744 B
               55654 | 0.002781800s | 4832 B
               56731 | 0.002764000s | 4928 B
               57808 | 0.002917900s | 5024 B
               58885 | 0.002874300s | 5112 B
               59962 | 0.002951900s | 5208 B
               61039 | 0.003318700s | 5304 B
               62116 | 0.003103700s | 5392 B
               63193 | 0.003248500s | 5488 B
               64270 | 0.003125700s | 5584 B
               65347 | 0.003104100s | 5672 B
               66424 | 0.006592100s | 5768 B
               67501 | 0.005747000s | 5864 B
               68578 | 0.006548400s | 5952 B
               69655 | 0.006871200s | 6048 B
               70732 | 0.006742700s | 6144 B
               71809 | 0.006986200s | 6232 B
               72886 | 0.007024700s | 6328 B
               73963 | 0.007087000s | 6424 B
               75040 | 0.006801600s | 6512 B
               76117 | 0.007429000s | 6608 B
               77194 | 0.007102800s | 6704 B
               78271 | 0.008290300s | 6800 B
               79348 | 0.006877700s | 6888 B
               80425 | 0.008789000s | 6984 B
               81502 | 0.009205400s | 7080 B
               82579 | 0.009111000s | 7168 B
               83656 | 0.008495400s | 7264 B
               84733 | 0.009419000s | 7360 B
               85810 | 0.009173400s | 7448 B
               86887 | 0.009580300s | 7544 B
               87964 | 0.007861300s | 7640 B
               89041 | 0.008151800s | 7728 B
               90118 | 0.007627200s | 7824 B
               91195 | 0.008032500s | 7920 B
               92272 | 0.009225100s | 8008 B
               93349 | 0.008992700s | 8104 B
               94426 | 0.008680900s | 8200 B
               95503 | 0.009548600s | 8288 B
               96580 | 0.009699100s | 8384 B
               97657 | 0.009563700s | 8480 B
               98734 | 0.008993400s | 8576 B
               99811 | 0.008389200s | 8664 B
              100888 | 0.008707000s | 8760 B
              101965 | 0.008375000s | 8856 B
              103042 | 0.008796800s | 8944 B
              104119 | 0.008902400s | 9040 B
              105196 | 0.008880000s | 9136 B
              106273 | 0.009482700s | 9224 B
              107350 | 0.008994500s | 9320 B
              108427 | 0.009319900s | 9416 B
              109504 | 0.011269600s | 9504 B
              110581 | 0.011086800s | 9600 B
              111658 | 0.011172200s | 9696 B
              112735 | 0.011513800s | 9784 B
              113812 | 0.010204200s | 9880 B
              114889 | 0.009907300s | 9976 B
              115966 | 0.010837500s | 10064 B
              117043 | 0.010318400s | 10160 B
              118120 | 0.012991500s | 10256 B
              119197 | 0.011379000s | 10344 B
              120274 | 0.011735300s | 10440 B
              121351 | 0.011627700s | 10536 B
              122428 | 0.012057900s | 10632 B
              123505 | 0.011130600s | 10720 B
              124582 | 0.012131100s | 10816 B
              125659 | 0.012289100s | 10912 B
              126736 | 0.011451300s | 11000 B
              127813 | 0.011112700s | 11096 B
              128890 | 0.012406600s | 11192 B
              129967 | 0.011899100s | 11280 B
              131044 | 0.011994800s | 11376 B
              132121 | 0.023361300s | 11472 B
              133198 | 0.029564900s | 11560 B
              134275 | 0.026927300s | 11656 B
              135352 | 0.023518500s | 11752 B
              136429 | 0.024045600s | 11840 B
              137506 | 0.027062800s | 11936 B
              138583 | 0.026032400s | 12032 B
              139660 | 0.024467200s | 12120 B
              140737 | 0.024821100s | 12216 B
              141814 | 0.026802600s | 12312 B
              142891 | 0.024967300s | 12408 B
              143968 | 0.025555200s | 12496 B
              145045 | 0.027115100s | 12592 B
              146122 | 0.027128600s | 12688 B
              147199 | 0.027540100s | 12776 B
              148276 | 0.027768100s | 12872 B
              149353 | 0.034375300s | 12968 B
              150430 | 0.027899100s | 13056 B
              151507 | 0.026594800s | 13152 B
              152584 | 0.026607700s | 13248 B
              153661 | 0.033543100s | 13336 B
              154738 | 0.038679700s | 13432 B
              155815 | 0.042110000s | 13528 B
              156892 | 0.029720000s | 13616 B
              157969 | 0.028523000s | 13712 B
              159046 | 0.026827700s | 13808 B
              160123 | 0.027161500s | 13896 B
              161200 | 0.033302000s | 13992 B
              162277 | 0.032368300s | 14088 B
              163354 | 0.029460300s | 14176 B
              164431 | 0.029173000s | 14272 B
              165508 | 0.032446200s | 14368 B
              166585 | 0.030663300s | 14464 B
              167662 | 0.031186300s | 14552 B
              168739 | 0.028443200s | 14648 B
              169816 | 0.028296900s | 14744 B
              170893 | 0.029905500s | 14832 B
              171970 | 0.030151700s | 14928 B
              173047 | 0.028394100s | 15024 B
              174124 | 0.033272300s | 15112 B
              175201 | 0.033383700s | 15208 B
              176278 | 0.031000500s | 15304 B
              177355 | 0.030049800s | 15392 B
              178432 | 0.033000800s | 15488 B
              179509 | 0.029673800s | 15584 B
              180586 | 0.030565900s | 15672 B
              181663 | 0.030272800s | 15768 B
              182740 | 0.031770300s | 15864 B
              183817 | 0.037189100s | 15952 B
              184894 | 0.033501200s | 16048 B
              185971 | 0.034102900s | 16144 B
              187048 | 0.031711500s | 16240 B
              188125 | 0.036985100s | 16328 B
              189202 | 0.034638100s | 16424 B
              190279 | 0.037556100s | 16520 B
              191356 | 0.039653900s | 16608 B
              192433 | 0.033549300s | 16704 B
              193510 | 0.033885300s | 16800 B
              194587 | 0.036362400s | 16888 B
              195664 | 0.033035900s | 16984 B
              196741 | 0.035706000s | 17080 B
              197818 | 0.032560300s | 17168 B
              198895 | 0.033116700s | 17264 B
              199972 | 0.033269500s | 17360 B
              201049 | 0.033964800s | 17448 B
              202126 | 0.041718700s | 17544 B
              203203 | 0.033082700s | 17640 B
              204280 | 0.033800100s | 17728 B
              205357 | 0.033755700s | 17824 B
              206434 | 0.040338100s | 17920 B
              207511 | 0.036690800s | 18008 B
              208588 | 0.038197700s | 18104 B
              209665 | 0.034862700s | 18200 B
              210742 | 0.034966800s | 18296 B
              211819 | 0.038975300s | 18384 B
              212896 | 0.039867800s | 18480 B
              213973 | 0.036641900s | 18576 B
              215050 | 0.036937700s | 18664 B
              216127 | 0.039797700s | 18760 B
              217204 | 0.035781100s | 18856 B
              218281 | 0.039110400s | 18944 B
              219358 | 0.046270100s | 19040 B
              220435 | 0.036317500s | 19136 B
              221512 | 0.039382500s | 19224 B
              222589 | 0.039514500s | 19320 B
              223666 | 0.045673800s | 19416 B
              224743 | 0.056757500s | 19504 B
              225820 | 0.047835300s | 19600 B
              226897 | 0.037881400s | 19696 B
              227974 | 0.042471900s | 19784 B
              229051 | 0.040605600s | 19880 B
              230128 | 0.042930300s | 19976 B
              231205 | 0.038338500s | 20064 B
              232282 | 0.041764600s | 20160 B
              233359 | 0.041032900s | 20256 B
              234436 | 0.041937500s | 20352 B
              235513 | 0.040364000s | 20440 B
              236590 | 0.040647800s | 20536 B
              237667 | 0.042213000s | 20632 B
              238744 | 0.040674900s | 20720 B
              239821 | 0.041163700s | 20816 B
              240898 | 0.042989900s | 20912 B
              241975 | 0.041717600s | 21000 B
              243052 | 0.042923200s | 21096 B
              244129 | 0.043574000s | 21192 B
              245206 | 0.043655500s | 21280 B
              246283 | 0.048598700s | 21376 B
              247360 | 0.050038000s | 21472 B
              248437 | 0.043075000s | 21560 B
              249514 | 0.046789500s | 21656 B
              250591 | 0.042895700s | 21752 B
              251668 | 0.047081300s | 21840 B
              252745 | 0.045392100s | 21936 B
              253822 | 0.057696700s | 22032 B
              254899 | 0.044790100s | 22128 B
              255976 | 0.057498700s | 22216 B
              257053 | 0.045283300s | 22312 B
              258130 | 0.049319000s | 22408 B
              259207 | 0.045723900s | 22496 B
              260284 | 0.045833800s | 22592 B
              261361 | 0.046512100s | 22688 B
              262438 | 0.092974200s | 22776 B
              263515 | 0.099177200s | 22872 B
              264592 | 0.103002000s | 22968 B
              265669 | 0.100760800s | 23056 B
              266746 | 0.099477600s | 23152 B
              267823 | 0.089539100s | 23248 B
              268900 | 0.121801000s | 23336 B
              269977 | 0.115927700s | 23432 B
              271054 | 0.097279100s | 23528 B
              272131 | 0.099669500s | 23616 B
              273208 | 0.097848700s | 23712 B
              274285 | 0.101021500s | 23808 B
              275362 | 0.095896100s | 23896 B
              276439 | 0.096901400s | 23992 B
              277516 | 0.097876600s | 24088 B
              278593 | 0.095062700s | 24184 B
              279670 | 0.107406700s | 24272 B
              280747 | 0.100709600s | 24368 B
              281824 | 0.100924800s | 24464 B
              282901 | 0.099877500s | 24552 B
              283978 | 0.098808200s | 24648 B
              285055 | 0.100676400s | 24744 B
              286132 | 0.100269000s | 24832 B
              287209 | 0.107337900s | 24928 B
              288286 | 0.104206700s | 25024 B
              289363 | 0.106780200s | 25112 B
              290440 | 0.109007600s | 25208 B
              291517 | 0.103267500s | 25304 B
              292594 | 0.148193600s | 25392 B
              293671 | 0.105942000s | 25488 B
              294748 | 0.115224400s | 25584 B
              295825 | 0.101731200s | 25672 B
              296902 | 0.100031400s | 25768 B
              297979 | 0.111399400s | 25864 B
              299056 | 0.100867000s | 25960 B
              300133 | 0.118002500s | 26048 B
              301210 | 0.101867300s | 26144 B
              302287 | 0.106540600s | 26240 B
              303364 | 0.106626900s | 26328 B
              304441 | 0.109196800s | 26424 B
              305518 | 0.111950500s | 26520 B
              306595 | 0.105078000s | 26608 B
              307672 | 0.107793800s | 26704 B
              308749 | 0.106163100s | 26800 B
              309826 | 0.106749600s | 26888 B
              310903 | 0.113165900s | 26984 B
              311980 | 0.116082000s | 27080 B
              313057 | 0.108483600s | 27168 B
              314134 | 0.120716400s | 27264 B
              315211 | 0.130064800s | 27360 B
              316288 | 0.115374000s | 27448 B
              317365 | 0.111841900s | 27544 B
              318442 | 0.106408600s | 27640 B
              319519 | 0.120334600s | 27728 B
              320596 | 0.104080100s | 27824 B
              321673 | 0.110702100s | 27920 B
              322750 | 0.121697400s | 28016 B
              323827 | 0.110732300s | 28104 B
              324904 | 0.117470000s | 28200 B
              325981 | 0.112862000s | 28296 B
              327058 | 0.117394800s | 28384 B
              328135 | 0.109837300s | 28480 B
              329212 | 0.118476500s | 28576 B
              330289 | 0.113926900s | 28664 B
              331366 | 0.113982400s | 28760 B
              332443 | 0.112951600s | 28856 B
              333520 | 0.110220600s | 28944 B
              334597 | 0.112924900s | 29040 B
              335674 | 0.142922500s | 29136 B
              336751 | 0.124663200s | 29224 B
              337828 | 0.113745700s | 29320 B
              338905 | 0.119589800s | 29416 B
              339982 | 0.112933400s | 29504 B
              341059 | 0.116147800s | 29600 B
              342136 | 0.118521100s | 29696 B
              343213 | 0.116547800s | 29792 B
              344290 | 0.118435300s | 29880 B
              345367 | 0.115912900s | 29976 B
              346444 | 0.127409800s | 30072 B
              347521 | 0.116209100s | 30160 B
              348598 | 0.119031400s | 30256 B
              349675 | 0.121254200s | 30352 B
              350752 | 0.121594600s | 30440 B
              351829 | 0.123263300s | 30536 B
              352906 | 0.119706500s | 30632 B
              353983 | 0.118528700s | 30720 B
              355060 | 0.144011400s | 30816 B
              356137 | 0.131726500s | 30912 B
              357214 | 0.122379600s | 31000 B
              358291 | 0.123220400s | 31096 B
              359368 | 0.128117600s | 31192 B
              360445 | 0.122140700s | 31280 B
              361522 | 0.126272500s | 31376 B
              362599 | 0.121873400s | 31472 B
              363676 | 0.129669700s | 31560 B
              364753 | 0.125313000s | 31656 B
              365830 | 0.127359400s | 31752 B
              366907 | 0.129902200s | 31848 B
              367984 | 0.123856900s | 31936 B
              369061 | 0.127068100s | 32032 B
              370138 | 0.129730100s | 32128 B
              371215 | 0.115194100s | 32216 B
              372292 | 0.128673600s | 32312 B
              373369 | 0.126746500s | 32408 B
              374446 | 0.161873200s | 32496 B
              375523 | 0.128937800s | 32592 B
              376600 | 0.128341300s | 32688 B
              377677 | 0.134844600s | 32776 B
              378754 | 0.128666200s | 32872 B
              379831 | 0.128872300s | 32968 B
              380908 | 0.134544700s | 33056 B
              381985 | 0.129420100s | 33152 B
              383062 | 0.130073400s | 33248 B
              384139 | 0.130503900s | 33336 B
              385216 | 0.138154900s | 33432 B
              386293 | 0.134016800s | 33528 B
              387370 | 0.135333300s | 33624 B
              388447 | 0.139667700s | 33712 B
              389524 | 0.133418200s | 33808 B
              390601 | 0.131969700s | 33904 B
              391678 | 0.143991200s | 33992 B
              392755 | 0.178050000s | 34088 B
              393832 | 0.128470100s | 34184 B
              394909 | 0.128338600s | 34272 B
              395986 | 0.127267700s | 34368 B
              397063 | 0.133196000s | 34464 B
              398140 | 0.122613500s | 34552 B
              399217 | 0.130732800s | 34648 B
              400294 | 0.129122900s | 34744 B
              401371 | 0.136969900s | 34832 B
              402448 | 0.135338800s | 34928 B
              403525 | 0.133707900s | 35024 B
              404602 | 0.137801000s | 35112 B
              405679 | 0.138405000s | 35208 B
              406756 | 0.133666900s | 35304 B
              407833 | 0.132029000s | 35392 B
              408910 | 0.133748000s | 35488 B
              409987 | 0.172592300s | 35584 B
              411064 | 0.146220000s | 35680 B
              412141 | 0.136899800s | 35768 B
              413218 | 0.135612900s | 35864 B
              414295 | 0.144542000s | 35960 B
              415372 | 0.139876000s | 36048 B
              416449 | 0.137709100s | 36144 B
              417526 | 0.139526600s | 36240 B
              418603 | 0.141704000s | 36328 B
              419680 | 0.133490200s | 36424 B
              420757 | 0.140835800s | 36520 B
              421834 | 0.137512900s | 36608 B
              422911 | 0.149035100s | 36704 B
              423988 | 0.137155100s | 36800 B
              425065 | 0.140829300s | 36888 B
              426142 | 0.147811900s | 36984 B
              427219 | 0.177366600s | 37080 B
              428296 | 0.146536300s | 37168 B
              429373 | 0.140994600s | 37264 B
              430450 | 0.149663100s | 37360 B
              431527 | 0.143457400s | 37448 B
              432604 | 0.144142900s | 37544 B
              433681 | 0.160945600s | 37640 B
              434758 | 0.148710100s | 37736 B
              435835 | 0.146942400s | 37824 B
              436912 | 0.146465000s | 37920 B
              437989 | 0.148935200s | 38016 B
              439066 | 0.156722500s | 38104 B
              440143 | 0.152843800s | 38200 B
              441220 | 0.147531300s | 38296 B
              442297 | 0.149581300s | 38384 B
              443374 | 0.179661700s | 38480 B
              444451 | 0.163626200s | 38576 B
              445528 | 0.148643000s | 38664 B
              446605 | 0.158385600s | 38760 B
              447682 | 0.150993300s | 38856 B
              448759 | 0.160025400s | 38944 B
              449836 | 0.152047600s | 39040 B
              450913 | 0.156800800s | 39136 B
              451990 | 0.157131900s | 39224 B
              453067 | 0.148080800s | 39320 B
              454144 | 0.162164600s | 39416 B
              455221 | 0.161664900s | 39512 B
              456298 | 0.158114700s | 39600 B
              457375 | 0.164372500s | 39696 B
              458452 | 0.190299300s | 39792 B
              459529 | 0.155314000s | 39880 B
              460606 | 0.162920000s | 39976 B
              461683 | 0.176006600s | 40072 B
              462760 | 0.150577800s | 40160 B
              463837 | 0.160919500s | 40256 B
              464914 | 0.170692900s | 40352 B
              465991 | 0.147566100s | 40440 B
              467068 | 0.158456500s | 40536 B
              468145 | 0.166752500s | 40632 B
              469222 | 0.159969400s | 40720 B
              470299 | 0.169068300s | 40816 B
              471376 | 0.156753400s | 40912 B
              472453 | 0.181792800s | 41000 B
              473530 | 0.185354500s | 41096 B
              474607 | 0.165030000s | 41192 B
              475684 | 0.163597600s | 41280 B
              476761 | 0.163363900s | 41376 B
              477838 | 0.159716000s | 41472 B
              478915 | 0.169135400s | 41568 B
              479992 | 0.166493800s | 41656 B
              481069 | 0.168781100s | 41752 B
              482146 | 0.169028000s | 41848 B
              483223 | 0.166105700s | 41936 B
              484300 | 0.167723000s | 42032 B
              485377 | 0.163240700s | 42128 B
              486454 | 0.167937500s | 42216 B
              487531 | 0.200980900s | 42312 B
              488608 | 0.178552500s | 42408 B
              489685 | 0.172832500s | 42496 B
              490762 | 0.165962800s | 42592 B
              491839 | 0.171373800s | 42688 B
              492916 | 0.173161400s | 42776 B
              493993 | 0.167407400s | 42872 B
              495070 | 0.171549700s | 42968 B
              496147 | 0.173130300s | 43056 B
              497224 | 0.168594100s | 43152 B
              498301 | 0.173878300s | 43248 B
              499378 | 0.183853700s | 43344 B
              500455 | 0.182029900s | 43432 B
              501532 | 0.198720600s | 43528 B
              502609 | 0.187866700s | 43624 B
              503686 | 0.184301900s | 43712 B
              504763 | 0.174263300s | 43808 B
              505840 | 0.185686900s | 43904 B
              506917 | 0.182215300s | 43992 B
              507994 | 0.176018300s | 44088 B
              509071 | 0.187053400s | 44184 B
              510148 | 0.180504000s | 44272 B
              511225 | 0.184895900s | 44368 B
              512302 | 0.182213300s | 44464 B
              513379 | 0.188665300s | 44552 B
              514456 | 0.215931700s | 44648 B
              515533 | 0.182852200s | 44744 B
              516610 | 0.180781000s | 44832 B
              517687 | 0.184287100s | 44928 B
              518764 | 0.186162600s | 45024 B
              519841 | 0.178534000s | 45112 B
              520918 | 0.179980100s | 45208 B
              521995 | 0.185160900s | 45304 B
              523072 | 0.205969300s | 45400 B
              524149 | 0.186757800s | 45488 B
              525226 | 0.368177800s | 45584 B
              526303 | 0.408158800s | 45680 B
              527380 | 0.371237800s | 45768 B
              528457 | 0.380822300s | 45864 B
              529534 | 0.374820400s | 45960 B
              530611 | 0.377989900s | 46048 B
              531688 | 0.389916200s | 46144 B
              532765 | 0.406932900s | 46240 B
              533842 | 0.381736000s | 46328 B
              534919 | 0.381314400s | 46424 B
              535996 | 0.392091700s | 46520 B
              537073 | 0.381810000s | 46608 B
              538150 | 0.414547600s | 46704 B
              539227 | 0.391633700s | 46800 B
              540304 | 0.385436100s | 46888 B
              541381 | 0.383265400s | 46984 B
              542458 | 0.380814600s | 47080 B
              543535 | 0.383821000s | 47176 B
              544612 | 0.430346500s | 47264 B
              545689 | 0.385950700s | 47360 B
              546766 | 0.385518700s | 47456 B
              547843 | 0.399504300s | 47544 B
              548920 | 0.390360300s | 47640 B
              549997 | 0.402882500s | 47736 B
              551074 | 0.468066800s | 47824 B
              552151 | 0.439075200s | 47920 B
              553228 | 0.388169400s | 48016 B
              554305 | 0.394043800s | 48104 B
              555382 | 0.388293600s | 48200 B
              556459 | 0.430858500s | 48296 B
              557536 | 0.390189300s | 48384 B
              558613 | 0.390527400s | 48480 B
              559690 | 0.404064700s | 48576 B
              560767 | 0.403512800s | 48664 B
              561844 | 0.429730900s | 48760 B
              562921 | 0.410924100s | 48856 B
              563998 | 0.405688100s | 48944 B
              565075 | 0.394883700s | 49040 B
              566152 | 0.393415300s | 49136 B
              567229 | 0.412552800s | 49232 B
              568306 | 0.440642000s | 49320 B
              569383 | 0.395021000s | 49416 B
              570460 | 0.391241000s | 49512 B
              571537 | 0.401459500s | 49600 B
              572614 | 0.388727000s | 49696 B
              573691 | 0.417447300s | 49792 B
              574768 | 0.436681200s | 49880 B
              575845 | 0.426128300s | 49976 B
              576922 | 0.436504000s | 50072 B
              577999 | 0.429411200s | 50160 B
              579076 | 0.413652900s | 50256 B
              580153 | 0.461305500s | 50352 B
              581230 | 0.422276800s | 50440 B
              582307 | 0.411635900s | 50536 B
              583384 | 0.421823200s | 50632 B
              584461 | 0.405074400s | 50720 B
              585538 | 0.456371400s | 50816 B
              586615 | 0.406868800s | 50912 B
              587692 | 0.421314000s | 51000 B
              588769 | 0.413470100s | 51096 B
              589846 | 0.416899200s | 51192 B
              590923 | 0.443595200s | 51288 B
              592000 | 0.399680500s | 51376 B
              593077 | 0.413755600s | 51472 B
              594154 | 0.414636100s | 51568 B
              595231 | 0.424677900s | 51656 B
              596308 | 0.411767900s | 51752 B
              597385 | 0.449777500s | 51848 B
              598462 | 0.416168300s | 51936 B
              599539 | 0.412819400s | 52032 B
              600616 | 0.411524900s | 52128 B
              601693 | 0.429345100s | 52216 B
              602770 | 0.458651200s | 52312 B
              603847 | 0.416679900s | 52408 B
              604924 | 0.417551900s | 52496 B
              606001 | 0.421761900s | 52592 B
              607078 | 0.420457400s | 52688 B
              608155 | 0.451243500s | 52776 B
              609232 | 0.436469700s | 52872 B
              610309 | 0.438984400s | 52968 B
              611386 | 0.435987000s | 53064 B
              612463 | 0.434414500s | 53152 B
              613540 | 0.476496700s | 53248 B
              614617 | 0.429293100s | 53344 B
              615694 | 0.423920300s | 53432 B
              616771 | 0.435665700s | 53528 B
              617848 | 0.430299000s | 53624 B
              618925 | 0.466042800s | 53712 B
              620002 | 0.449328600s | 53808 B
              621079 | 0.428434100s | 53904 B
              622156 | 0.440674700s | 53992 B
              623233 | 0.438965600s | 54088 B
              624310 | 0.471345900s | 54184 B
              625387 | 0.434070500s | 54272 B
              626464 | 0.441971400s | 54368 B
              627541 | 0.443743400s | 54464 B
              628618 | 0.448946300s | 54552 B
              629695 | 0.471267100s | 54648 B
              630772 | 0.433062200s | 54744 B
              631849 | 0.437575800s | 54832 B
              632926 | 0.444804900s | 54928 B
              634003 | 0.432972900s | 55024 B
              635080 | 0.444644400s | 55120 B
              636157 | 0.472630900s | 55208 B
              637234 | 0.438659800s | 55304 B
              638311 | 0.435029400s | 55400 B
              639388 | 0.443528000s | 55488 B
              640465 | 0.440518700s | 55584 B
              641542 | 0.478467000s | 55680 B
              642619 | 0.443789400s | 55768 B
              643696 | 0.452585000s | 55864 B
              644773 | 0.440592200s | 55960 B
              645850 | 0.463352700s | 56048 B
              646927 | 0.462191500s | 56144 B
              648004 | 0.450118700s | 56240 B
              649081 | 0.462756700s | 56328 B
              650158 | 0.466868200s | 56424 B
              651235 | 0.498378800s | 56520 B
              652312 | 0.448949900s | 56608 B
              653389 | 0.437648900s | 56704 B
              654466 | 0.448905200s | 56800 B
              655543 | 0.441199000s | 56896 B
              656620 | 0.483548100s | 56984 B
              657697 | 0.441629200s | 57080 B
              658774 | 0.462038100s | 57176 B
              659851 | 0.444499700s | 57264 B
              660928 | 0.452207100s | 57360 B
              662005 | 0.487111100s | 57456 B
              663082 | 0.450262500s | 57544 B
              664159 | 0.460939100s | 57640 B
              665236 | 0.450995300s | 57736 B
              666313 | 0.458127300s | 57824 B
              667390 | 0.494198200s | 57920 B
              668467 | 0.449115300s | 58016 B
              669544 | 0.453168300s | 58104 B
              670621 | 0.454929900s | 58200 B
              671698 | 0.468544900s | 58296 B
              672775 | 0.483221200s | 58384 B
              673852 | 0.453981600s | 58480 B
              674929 | 0.452048200s | 58576 B
              676006 | 0.456195400s | 58664 B
              677083 | 0.453772000s | 58760 B
              678160 | 0.503699400s | 58856 B
              679237 | 0.460870500s | 58952 B
              680314 | 0.452018900s | 59040 B
              681391 | 0.470582700s | 59136 B
              682468 | 0.504500800s | 59232 B
              683545 | 0.478639400s | 59320 B
              684622 | 0.482785700s | 59416 B
              685699 | 0.475373000s | 59512 B
              686776 | 0.473879500s | 59600 B
              687853 | 0.508070900s | 59696 B
              688930 | 0.458304800s | 59792 B
              690007 | 0.469535800s | 59880 B
              691084 | 0.458259300s | 59976 B
              692161 | 0.474608900s | 60072 B
              693238 | 0.508513900s | 60160 B
              694315 | 0.464772500s | 60256 B
              695392 | 0.466388900s | 60352 B
              696469 | 0.474617400s | 60440 B
              697546 | 0.481432300s | 60536 B
              698623 | 0.530619300s | 60632 B
              699700 | 0.476263600s | 60728 B
              700777 | 0.480560900s | 60816 B
              701854 | 0.479968600s | 60912 B
              702931 | 0.589212000s | 61008 B
              704008 | 0.580089100s | 61096 B
              705085 | 0.490725800s | 61192 B
              706162 | 0.486892600s | 61288 B
              707239 | 0.511362700s | 61376 B
              708316 | 0.485189500s | 61472 B
              709393 | 0.480343100s | 61568 B
              710470 | 0.479127900s | 61656 B
              711547 | 0.482585600s | 61752 B
              712624 | 0.532299400s | 61848 B
              713701 | 0.487962400s | 61936 B
              714778 | 0.478355700s | 62032 B
              715855 | 0.486518100s | 62128 B
              716932 | 0.501110700s | 62216 B
              718009 | 0.527454700s | 62312 B
              719086 | 0.495629500s | 62408 B
              720163 | 0.490109800s | 62496 B
              721240 | 0.471383200s | 62592 B
              722317 | 0.521361800s | 62688 B
              723394 | 0.491214900s | 62784 B
              724471 | 0.491640900s | 62872 B
              725548 | 0.494050200s | 62968 B
              726625 | 0.508083900s | 63064 B
              727702 | 0.511245600s | 63152 B
              728779 | 0.502314900s | 63248 B
              729856 | 0.494977500s | 63344 B
              730933 | 0.498246700s | 63432 B
              732010 | 0.528460400s | 63528 B
              733087 | 0.493971000s | 63624 B
              734164 | 0.503488000s | 63712 B
              735241 | 0.501790800s | 63808 B
              736318 | 0.537680600s | 63904 B
              737395 | 0.499601500s | 63992 B
              738472 | 0.512854700s | 64088 B
              739549 | 0.503088400s | 64184 B
              740626 | 0.508274300s | 64272 B
              741703 | 0.535009100s | 64368 B
              742780 | 0.503430600s | 64464 B
              743857 | 0.507781500s | 64560 B
              744934 | 0.501461200s | 64648 B
              746011 | 0.537732300s | 64744 B
              747088 | 0.503983100s | 64840 B
              748165 | 0.502996200s | 64928 B
              749242 | 0.508296000s | 65024 B
              750319 | 0.544092400s | 65120 B
              751396 | 0.532394400s | 65208 B
              752473 | 0.503216400s | 65304 B
              753550 | 0.516659800s | 65400 B
              754627 | 0.510624600s | 65488 B
              755704 | 0.554796500s | 65584 B
              756781 | 0.511315000s | 65680 B
              757858 | 0.507440200s | 65768 B
              758935 | 0.510713600s | 65864 B
              760012 | 0.565571900s | 65960 B
              761089 | 0.518474400s | 66048 B
              762166 | 0.511902900s | 66144 B
              763243 | 0.521754600s | 66240 B
              764320 | 0.548897600s | 66328 B
              765397 | 0.526269800s | 66424 B
              766474 | 0.521763200s | 66520 B
              767551 | 0.532807100s | 66616 B
              768628 | 0.540439600s | 66704 B
              769705 | 0.526965600s | 66800 B
              770782 | 0.527772800s | 66896 B
              771859 | 0.533665000s | 66984 B
              772936 | 0.524851000s | 67080 B
              774013 | 0.552951600s | 67176 B
              775090 | 0.521377900s | 67264 B
              776167 | 0.529568800s | 67360 B
              777244 | 0.531086500s | 67456 B
              778321 | 0.566757200s | 67544 B
              779398 | 0.534004800s | 67640 B
              780475 | 0.533435500s | 67736 B
              781552 | 0.529735700s | 67824 B
              782629 | 0.575620700s | 67920 B
              783706 | 0.524093200s | 68016 B
              784783 | 0.523132100s | 68104 B
              785860 | 0.535558500s | 68200 B
              786937 | 0.548487700s | 68296 B
              788014 | 0.516726500s | 68384 B
              789091 | 0.516197600s | 68480 B
              790168 | 0.520000300s | 68576 B
              791245 | 0.547683800s | 68672 B
              792322 | 0.526748400s | 68760 B
              793399 | 0.522558600s | 68856 B
              794476 | 0.497736400s | 68952 B
              795553 | 0.498661500s | 69040 B
              796630 | 0.555175800s | 69136 B
              797707 | 0.524577900s | 69232 B
              798784 | 0.530646400s | 69320 B
              799861 | 0.677270700s | 69416 B
              800938 | 0.557405300s | 69512 B
              802015 | 0.535347300s | 69600 B
              803092 | 0.530296600s | 69696 B
              804169 | 0.527657800s | 69792 B
              805246 | 0.569484300s | 69880 B
              806323 | 0.539394100s | 69976 B
              807400 | 0.536411600s | 70072 B
              808477 | 0.537786000s | 70160 B
              809554 | 0.561866200s | 70256 B
              810631 | 0.535446300s | 70352 B
              811708 | 0.526753700s | 70448 B
              812785 | 0.538723200s | 70536 B
              813862 | 0.589542900s | 70632 B
              814939 | 0.536426000s | 70728 B
              816016 | 0.539429000s | 70816 B
              817093 | 0.530137700s | 70912 B
              818170 | 0.589430900s | 71008 B
              819247 | 0.535088300s | 71096 B
              820324 | 0.542350700s | 71192 B
              821401 | 0.544676800s | 71288 B
              822478 | 0.578992300s | 71376 B
              823555 | 0.557121100s | 71472 B
              824632 | 0.553440000s | 71568 B
              825709 | 0.534778800s | 71656 B
              826786 | 0.581796000s | 71752 B
              827863 | 0.544879900s | 71848 B
