#   Fibonacci index  |   Time (s)   | Size (bytes) 
# -------------------+--------------+--------------
               48115 | 0.001804700s | 4176 B
               49192 | 0.001902700s | 4272 B
               50269 | 0.001830200s | 4368 B
               51346 | 0.002116900s | 4456 B
               52423 | 0.001997800s | 4552 B
               53500 | 0.002016200s | 4648 B
               54577 | 0.002144800s | 4744 B
               55654 | 0.002225400s | 4832 B
               56731 | 0.002196600s | 4928 B
               57808 | 0.002147900s | 5024 B
               58885 | 0.002179300s | 5112 B
               59962 | 0.002432000s | 5208 B
               61039 | 0.002501800s | 5304 B
               62116 | 0.002410500s | 5392 B
               63193 | 0.002487500s | 5488 B
               64270 | 0.002651600s | 5584 B
               65347 | 0.002549500s | 5672 B
               66424 | 0.004987200s | 5768 B
               67501 | 0.006278600s | 5864 B
               68578 | 0.005440000s | 5952 B
               69655 | 0.005865900s | 6048 B
               70732 | 0.005671800s | 6144 B
               71809 | 0.004929300s | 6232 B
               72886 | 0.005629600s | 6328 B
               73963 | 0.005452800s | 6424 B
               75040 | 0.005411600s | 6512 B
               76117 | 0.006625400s | 6608 B
               77194 | 0.008212100s | 6704 B
               78271 | 0.007601800s | 6800 B
               79348 | 0.007662700s | 6888 B
               80425 | 0.008395200s | 6984 B
               81502 | 0.007983000s | 7080 B
               82579 | 0.008256200s | 7168 B
               83656 | 0.007914700s | 7264 B
               84733 | 0.007968100s | 7360 B
               85810 | 0.008745400s | 7448 B
               86887 | 0.012647900s | 7544 B
               87964 | 0.008453700s | 7640 B
               89041 | 0.007564800s | 7728 B
               90118 | 0.008607600s | 7824 B
               91195 | 0.007659400s | 7920 B
               92272 | 0.007479000s | 8008 B
               93349 | 0.006659000s | 8104 B
               94426 | 0.006621900s | 8200 B
               95503 | 0.007069700s | 8288 B
               96580 | 0.007144000s | 8384 B
               97657 | 0.007004000s | 8480 B
               98734 | 0.006764000s | 8576 B
               99811 | 0.007097300s | 8664 B
              100888 | 0.006897900s | 8760 B
              101965 | 0.006911800s | 8856 B
              103042 | 0.007447800s | 8944 B
              104119 | 0.008862900s | 9040 B
              105196 | 0.009975400s | 9136 B
              106273 | 0.010059200s | 9224 B
              107350 | 0.007847900s | 9320 B
              108427 | 0.007605000s | 9416 B
              109504 | 0.007546800s | 9504 B
              110581 | 0.007608500s | 9600 B
              111658 | 0.007577300s | 9696 B
              112735 | 0.007746400s | 9784 B
              113812 | 0.007564300s | 9880 B
              114889 | 0.008165400s | 9976 B
              115966 | 0.007955100s | 10064 B
              117043 | 0.008333200s | 10160 B
              118120 | 0.008145300s | 10256 B
              119197 | 0.008752900s | 10344 B
              120274 | 0.008588500s | 10440 B
              121351 | 0.009101400s | 10536 B
              122428 | 0.009324800s | 10632 B
              123505 | 0.010802200s | 10720 B
              124582 | 0.009818100s | 10816 B
              125659 | 0.010385500s | 10912 B
              126736 | 0.009086600s | 11000 B
              127813 | 0.010410700s | 11096 B
              128890 | 0.008939600s | 11192 B
              129967 | 0.012264600s | 11280 B
              131044 | 0.012800000s | 11376 B
              132121 | 0.023474300s | 11472 B
              133198 | 0.020265600s | 11560 B
              134275 | 0.021588100s | 11656 B
              135352 | 0.019372500s | 11752 B
              136429 | 0.021407600s | 11840 B
              137506 | 0.025465600s | 11936 B
              138583 | 0.020283000s | 12032 B
              139660 | 0.019122100s | 12120 B
              140737 | 0.023855500s | 12216 B
              141814 | 0.022259500s | 12312 B
              142891 | 0.020930100s | 12400 B
              143968 | 0.020062500s | 12496 B
              145045 | 0.022704100s | 12592 B
              146122 | 0.023512000s | 12688 B
              147199 | 0.023132400s | 12776 B
              148276 | 0.026185200s | 12872 B
              149353 | 0.020918900s | 12968 B
              150430 | 0.023016700s | 13056 B
              151507 | 0.022215800s | 13152 B
              152584 | 0.024159000s | 13248 B
              153661 | 0.022558900s | 13336 B
              154738 | 0.021451500s | 13432 B
              155815 | 0.021594600s | 13528 B
              156892 | 0.024797600s | 13616 B
              157969 | 0.023538200s | 13712 B
              159046 | 0.025105300s | 13808 B
              160123 | 0.022018200s | 13896 B
              161200 | 0.022573700s | 13992 B
              162277 | 0.022641400s | 14088 B
              163354 | 0.023774100s | 14176 B
              164431 | 0.023341000s | 14272 B
              165508 | 0.023345400s | 14368 B
              166585 | 0.023467000s | 14464 B
              167662 | 0.024117200s | 14552 B
              168739 | 0.025947100s | 14648 B
              169816 | 0.023176900s | 14744 B
              170893 | 0.023769700s | 14832 B
              171970 | 0.026687600s | 14928 B
              173047 | 0.026749600s | 15024 B
              174124 | 0.024752800s | 15112 B
              175201 | 0.027069300s | 15208 B
              176278 | 0.024715400s | 15304 B
              177355 | 0.028398400s | 15392 B
              178432 | 0.026605900s | 15488 B
              179509 | 0.027194000s | 15584 B
              180586 | 0.025669400s | 15672 B
              181663 | 0.026888600s | 15768 B
              182740 | 0.024933100s | 15864 B
              183817 | 0.026904000s | 15952 B
              184894 | 0.026510600s | 16048 B
              185971 | 0.030516100s | 16144 B
              187048 | 0.026417200s | 16232 B
              188125 | 0.025969500s | 16328 B
              189202 | 0.028937700s | 16424 B
              190279 | 0.030079600s | 16520 B
              191356 | 0.026481200s | 16608 B
              192433 | 0.030056900s | 16704 B
              193510 | 0.030884500s | 16800 B
              194587 | 0.029473000s | 16888 B
              195664 | 0.026408200s | 16984 B
              196741 | 0.025390300s | 17080 B
              197818 | 0.031021600s | 17168 B
              198895 | 0.027664000s | 17264 B
              199972 | 0.027230300s | 17360 B
              201049 | 0.025863400s | 17448 B
              202126 | 0.032204100s | 17544 B
              203203 | 0.026876400s | 17640 B
              204280 | 0.029715600s | 17728 B
              205357 | 0.028443600s | 17824 B
              206434 | 0.027883300s | 17920 B
              207511 | 0.038371900s | 18008 B
              208588 | 0.043958700s | 18104 B
              209665 | 0.040619100s | 18200 B
              210742 | 0.032188900s | 18296 B
              211819 | 0.029444500s | 18384 B
              212896 | 0.025915400s | 18480 B
              213973 | 0.028158700s | 18576 B
              215050 | 0.031156500s | 18664 B
              216127 | 0.029688100s | 18760 B
              217204 | 0.031649200s | 18856 B
              218281 | 0.032243300s | 18944 B
              219358 | 0.030536700s | 19040 B
              220435 | 0.032507700s | 19136 B
              221512 | 0.030358300s | 19224 B
              222589 | 0.029810600s | 19320 B
              223666 | 0.034045800s | 19416 B
              224743 | 0.037552100s | 19504 B
              225820 | 0.031925300s | 19600 B
              226897 | 0.032497200s | 19696 B
              227974 | 0.033315000s | 19784 B
              229051 | 0.033463400s | 19880 B
              230128 | 0.031164900s | 19976 B
              231205 | 0.037984000s | 20064 B
              232282 | 0.030586900s | 20160 B
              233359 | 0.034917500s | 20256 B
              234436 | 0.031872100s | 20352 B
              235513 | 0.037059000s | 20440 B
              236590 | 0.034138500s | 20536 B
              237667 | 0.033881100s | 20632 B
              238744 | 0.032239900s | 20720 B
              239821 | 0.036737300s | 20816 B
              240898 | 0.036161200s | 20912 B
              241975 | 0.037617800s | 21000 B
              243052 | 0.035950400s | 21096 B
              244129 | 0.035302700s | 21192 B
              245206 | 0.035231500s | 21280 B
              246283 | 0.034040000s | 21376 B
              247360 | 0.034498900s | 21472 B
              248437 | 0.044134500s | 21560 B
              249514 | 0.037775300s | 21656 B
              250591 | 0.035509200s | 21752 B
              251668 | 0.039842500s | 21840 B
              252745 | 0.036280700s | 21936 B
              253822 | 0.035266100s | 22032 B
              254899 | 0.036182400s | 22128 B
              255976 | 0.037874600s | 22216 B
              257053 | 0.037029500s | 22312 B
              258130 | 0.037264200s | 22408 B
              259207 | 0.037089500s | 22496 B
              260284 | 0.038839100s | 22592 B
              261361 | 0.045309800s | 22688 B
              262438 | 0.078026100s | 22776 B
              263515 | 0.089279100s | 22872 B
              264592 | 0.082905600s | 22968 B
              265669 | 0.080350400s | 23056 B
              266746 | 0.077978300s | 23152 B
              267823 | 0.081329500s | 23248 B
              268900 | 0.111051800s | 23336 B
              269977 | 0.077921800s | 23432 B
              271054 | 0.080782700s | 23528 B
              272131 | 0.078214500s | 23616 B
              273208 | 0.076732500s | 23712 B
              274285 | 0.084965300s | 23808 B
              275362 | 0.084404900s | 23896 B
              276439 | 0.080321100s | 23992 B
              277516 | 0.078292600s | 24088 B
              278593 | 0.078347200s | 24184 B
              279670 | 0.080694700s | 24272 B
              280747 | 0.078227700s | 24368 B
              281824 | 0.085275500s | 24464 B
              282901 | 0.086779400s | 24552 B
              283978 | 0.080023800s | 24648 B
              285055 | 0.078895000s | 24744 B
              286132 | 0.083193700s | 24832 B
              287209 | 0.084484200s | 24928 B
              288286 | 0.084005100s | 25024 B
              289363 | 0.087418500s | 25112 B
              290440 | 0.083325300s | 25208 B
              291517 | 0.081930800s | 25304 B
              292594 | 0.084931400s | 25392 B
              293671 | 0.082672500s | 25488 B
              294748 | 0.080875200s | 25584 B
              295825 | 0.084424500s | 25672 B
              296902 | 0.097095300s | 25768 B
              297979 | 0.106253200s | 25864 B
              299056 | 0.087918000s | 25960 B
              300133 | 0.082190100s | 26048 B
              301210 | 0.084908900s | 26144 B
              302287 | 0.090012900s | 26240 B
              303364 | 0.088923300s | 26328 B
              304441 | 0.087557800s | 26424 B
              305518 | 0.087768100s | 26520 B
              306595 | 0.083170600s | 26608 B
              307672 | 0.085756400s | 26704 B
              308749 | 0.085355600s | 26800 B
              309826 | 0.093698100s | 26888 B
              310903 | 0.087495300s | 26984 B
              311980 | 0.088743200s | 27080 B
              313057 | 0.094781500s | 27168 B
              314134 | 0.089686000s | 27264 B
              315211 | 0.087387400s | 27360 B
              316288 | 0.087957200s | 27448 B
              317365 | 0.092133300s | 27544 B
              318442 | 0.089061600s | 27640 B
              319519 | 0.097329300s | 27728 B
              320596 | 0.093326100s | 27824 B
              321673 | 0.088115700s | 27920 B
              322750 | 0.088651100s | 28016 B
              323827 | 0.118933400s | 28104 B
              324904 | 0.110843800s | 28200 B
              325981 | 0.098437200s | 28296 B
              327058 | 0.092762100s | 28384 B
              328135 | 0.091811800s | 28480 B
              329212 | 0.094276800s | 28576 B
              330289 | 0.090489900s | 28664 B
              331366 | 0.092863400s | 28760 B
              332443 | 0.089259600s | 28856 B
              333520 | 0.089264200s | 28944 B
              334597 | 0.099011300s | 29040 B
              335674 | 0.093926300s | 29136 B
              336751 | 0.088801500s | 29224 B
              337828 | 0.102825800s | 29320 B
              338905 | 0.094142400s | 29416 B
              339982 | 0.098360900s | 29504 B
              341059 | 0.095911100s | 29600 B
              342136 | 0.092727800s | 29696 B
              343213 | 0.099547800s | 29784 B
              344290 | 0.097057000s | 29880 B
              345367 | 0.094325000s | 29976 B
              346444 | 0.101751200s | 30072 B
              347521 | 0.097664800s | 30160 B
              348598 | 0.112103400s | 30256 B
              349675 | 0.112820900s | 30352 B
              350752 | 0.095098500s | 30440 B
              351829 | 0.104848800s | 30536 B
              352906 | 0.100766300s | 30632 B
              353983 | 0.100920900s | 30720 B
              355060 | 0.097481000s | 30816 B
              356137 | 0.099191700s | 30912 B
              357214 | 0.098569300s | 31000 B
              358291 | 0.104730800s | 31096 B
              359368 | 0.107988900s | 31192 B
              360445 | 0.106376600s | 31280 B
              361522 | 0.100179600s | 31376 B
              362599 | 0.102557400s | 31472 B
              363676 | 0.101608700s | 31560 B
              364753 | 0.104013100s | 31656 B
              365830 | 0.103374100s | 31752 B
              366907 | 0.110285200s | 31848 B
              367984 | 0.105279000s | 31936 B
              369061 | 0.099642100s | 32032 B
              370138 | 0.113179800s | 32128 B
              371215 | 0.112740700s | 32216 B
              372292 | 0.134790400s | 32312 B
              373369 | 0.105379600s | 32408 B
              374446 | 0.108470900s | 32496 B
              375523 | 0.110236600s | 32592 B
              376600 | 0.119248800s | 32688 B
              377677 | 0.107643900s | 32776 B
              378754 | 0.102300100s | 32872 B
              379831 | 0.105868000s | 32968 B
              380908 | 0.113566600s | 33056 B
              381985 | 0.107738300s | 33152 B
              383062 | 0.107459800s | 33248 B
              384139 | 0.104182600s | 33336 B
              385216 | 0.109749500s | 33432 B
              386293 | 0.106770500s | 33528 B
              387370 | 0.112951100s | 33616 B
              388447 | 0.105683500s | 33712 B
              389524 | 0.105970600s | 33808 B
              390601 | 0.111337900s | 33904 B
              391678 | 0.112024900s | 33992 B
              392755 | 0.112405800s | 34088 B
              393832 | 0.132658800s | 34184 B
              394909 | 0.112996000s | 34272 B
              395986 | 0.106153000s | 34368 B
              397063 | 0.109117300s | 34464 B
              398140 | 0.103711000s | 34552 B
              399217 | 0.104769400s | 34648 B
              400294 | 0.118124900s | 34744 B
              401371 | 0.103874500s | 34832 B
              402448 | 0.108887800s | 34928 B
              403525 | 0.105576700s | 35024 B
              404602 | 0.113671500s | 35112 B
              405679 | 0.110149900s | 35208 B
              406756 | 0.107517400s | 35304 B
              407833 | 0.114822400s | 35392 B
              408910 | 0.100077100s | 35488 B
              409987 | 0.112028300s | 35584 B
              411064 | 0.109212100s | 35680 B
              412141 | 0.107556700s | 35768 B
              413218 | 0.112238600s | 35864 B
              414295 | 0.106403900s | 35960 B
              415372 | 0.133071100s | 36048 B
              416449 | 0.120130200s | 36144 B
              417526 | 0.117184400s | 36240 B
              418603 | 0.113260600s | 36328 B
              419680 | 0.115618200s | 36424 B
              420757 | 0.110012000s | 36520 B
              421834 | 0.113531600s | 36608 B
              422911 | 0.113643800s | 36704 B
              423988 | 0.113607200s | 36800 B
              425065 | 0.114449300s | 36888 B
              426142 | 0.113101300s | 36984 B
              427219 | 0.120698400s | 37080 B
              428296 | 0.117628400s | 37168 B
              429373 | 0.120322600s | 37264 B
              430450 | 0.115411300s | 37360 B
              431527 | 0.128529100s | 37448 B
              432604 | 0.115188800s | 37544 B
              433681 | 0.126681800s | 37640 B
              434758 | 0.122557100s | 37736 B
              435835 | 0.147348600s | 37824 B
              436912 | 0.116106500s | 37920 B
              437989 | 0.128214400s | 38016 B
              439066 | 0.118286000s | 38104 B
              440143 | 0.123874600s | 38200 B
              441220 | 0.117805100s | 38296 B
              442297 | 0.135903800s | 38384 B
              443374 | 0.122139100s | 38480 B
              444451 | 0.122140400s | 38576 B
              445528 | 0.127403400s | 38664 B
              446605 | 0.118413400s | 38760 B
              447682 | 0.136252300s | 38856 B
              448759 | 0.123859400s | 38944 B
              449836 | 0.125463600s | 39040 B
              450913 | 0.122663300s | 39136 B
              451990 | 0.120880300s | 39224 B
              453067 | 0.122116100s | 39320 B
              454144 | 0.123481600s | 39416 B
              455221 | 0.167749900s | 39512 B
              456298 | 0.127531800s | 39600 B
              457375 | 0.130699500s | 39696 B
              458452 | 0.122595000s | 39792 B
              459529 | 0.124428800s | 39880 B
              460606 | 0.125965800s | 39976 B
              461683 | 0.128931700s | 40072 B
              462760 | 0.136129600s | 40160 B
              463837 | 0.126851600s | 40256 B
              464914 | 0.126642600s | 40352 B
              465991 | 0.130318400s | 40440 B
              467068 | 0.126154800s | 40536 B
              468145 | 0.130370500s | 40632 B
              469222 | 0.127461000s | 40720 B
              470299 | 0.131622400s | 40816 B
              471376 | 0.130088300s | 40912 B
              472453 | 0.132674000s | 41000 B
              473530 | 0.158967800s | 41096 B
              474607 | 0.142428200s | 41192 B
              475684 | 0.136921400s | 41280 B
              476761 | 0.140761000s | 41376 B
              477838 | 0.133159000s | 41472 B
              478915 | 0.140132700s | 41568 B
              479992 | 0.139910600s | 41656 B
              481069 | 0.138874700s | 41752 B
              482146 | 0.139985900s | 41848 B
              483223 | 0.143596000s | 41936 B
              484300 | 0.138230700s | 42032 B
              485377 | 0.134194800s | 42128 B
              486454 | 0.140170700s | 42216 B
              487531 | 0.147930000s | 42312 B
              488608 | 0.152536200s | 42408 B
              489685 | 0.144070600s | 42496 B
              490762 | 0.166857900s | 42592 B
              491839 | 0.145099400s | 42688 B
              492916 | 0.135849500s | 42776 B
              493993 | 0.137360500s | 42872 B
              495070 | 0.136252500s | 42968 B
              496147 | 0.145719800s | 43056 B
              497224 | 0.139596000s | 43152 B
              498301 | 0.140608000s | 43248 B
              499378 | 0.141062600s | 43336 B
              500455 | 0.140568000s | 43432 B
              501532 | 0.140251500s | 43528 B
              502609 | 0.140435100s | 43624 B
              503686 | 0.141551300s | 43712 B
              504763 | 0.142085300s | 43808 B
              505840 | 0.144825000s | 43904 B
              506917 | 0.171466500s | 43992 B
              507994 | 0.146493900s | 44088 B
              509071 | 0.142713200s | 44184 B
              510148 | 0.151687500s | 44272 B
              511225 | 0.146285200s | 44368 B
              512302 | 0.143409400s | 44464 B
              513379 | 0.146257900s | 44552 B
              514456 | 0.144482100s | 44648 B
              515533 | 0.159666300s | 44744 B
              516610 | 0.151674200s | 44832 B
              517687 | 0.153621000s | 44928 B
              518764 | 0.163975200s | 45024 B
              519841 | 0.176246400s | 45112 B
              520918 | 0.147884900s | 45208 B
              521995 | 0.165813700s | 45304 B
              523072 | 0.186330900s | 45400 B
              524149 | 0.158319300s | 45488 B
              525226 | 0.335856300s | 45584 B
              526303 | 0.318132200s | 45680 B
              527380 | 0.305006500s | 45768 B
              528457 | 0.302873000s | 45864 B
              529534 | 0.312750800s | 45960 B
              530611 | 0.303015900s | 46048 B
              531688 | 0.341902600s | 46144 B
              532765 | 0.305610900s | 46240 B
              533842 | 0.371776500s | 46328 B
              534919 | 0.308468100s | 46424 B
              535996 | 0.304005800s | 46520 B
              537073 | 0.334740000s | 46608 B
              538150 | 0.315205700s | 46704 B
              539227 | 0.361701600s | 46800 B
              540304 | 0.323242300s | 46888 B
              541381 | 0.292990800s | 46984 B
              542458 | 0.311205700s | 47080 B
              543535 | 0.313940600s | 47168 B
              544612 | 0.307028200s | 47264 B
              545689 | 0.330988000s | 47360 B
              546766 | 0.344328000s | 47456 B
              547843 | 0.319687700s | 47544 B
              548920 | 0.325511600s | 47640 B
              549997 | 0.328149000s | 47736 B
              551074 | 0.325800600s | 47824 B
              552151 | 0.317005100s | 47920 B
              553228 | 0.325424600s | 48016 B
              554305 | 0.350856900s | 48104 B
              555382 | 0.334243000s | 48200 B
              556459 | 0.321710400s | 48296 B
              557536 | 0.325391200s | 48384 B
              558613 | 0.328093800s | 48480 B
              559690 | 0.328922000s | 48576 B
              560767 | 0.381928100s | 48664 B
              561844 | 0.365767400s | 48760 B
              562921 | 0.333596000s | 48856 B
              563998 | 0.320811300s | 48944 B
              565075 | 0.309145100s | 49040 B
              566152 | 0.326264000s | 49136 B
              567229 | 0.316746900s | 49232 B
              568306 | 0.363237100s | 49320 B
              569383 | 0.323274000s | 49416 B
              570460 | 0.300923900s | 49512 B
              571537 | 0.330745000s | 49600 B
              572614 | 0.319292100s | 49696 B
              573691 | 0.321916000s | 49792 B
              574768 | 0.339622000s | 49880 B
              575845 | 0.355734400s | 49976 B
              576922 | 0.326172200s | 50072 B
              577999 | 0.339941100s | 50160 B
              579076 | 0.324666700s | 50256 B
              580153 | 0.321207800s | 50352 B
              581230 | 0.335011100s | 50440 B
              582307 | 0.341152300s | 50536 B
              583384 | 0.370020300s | 50632 B
              584461 | 0.331702300s | 50720 B
              585538 | 0.329744000s | 50816 B
              586615 | 0.332640200s | 50912 B
              587692 | 0.339668600s | 51000 B
              588769 | 0.336371100s | 51096 B
              589846 | 0.365571900s | 51192 B
              590923 | 0.334444300s | 51288 B
              592000 | 0.322507800s | 51376 B
              593077 | 0.325855400s | 51472 B
              594154 | 0.333007300s | 51568 B
              595231 | 0.326582800s | 51656 B
              596308 | 0.329787600s | 51752 B
              597385 | 0.368760900s | 51848 B
              598462 | 0.341344400s | 51936 B
              599539 | 0.330195800s | 52032 B
              600616 | 0.342480200s | 52128 B
              601693 | 0.331613100s | 52216 B
              602770 | 0.338454000s | 52312 B
              603847 | 0.382777600s | 52408 B
              604924 | 0.339586400s | 52496 B
              606001 | 0.342441900s | 52592 B
              607078 | 0.341537100s | 52688 B
              608155 | 0.326567100s | 52776 B
              609232 | 0.334768700s | 52872 B
              610309 | 0.365825300s | 52968 B
              611386 | 0.391845900s | 53064 B
              612463 | 0.333987800s | 53152 B
              613540 | 0.345389000s | 53248 B
              614617 | 0.338965400s | 53344 B
              615694 | 0.341926300s | 53432 B
              616771 | 0.340317700s | 53528 B
              617848 | 0.369952300s | 53624 B
              618925 | 0.358124400s | 53712 B
              620002 | 0.341075400s | 53808 B
              621079 | 0.346596400s | 53904 B
              622156 | 0.356099700s | 53992 B
              623233 | 0.344562100s | 54088 B
              624310 | 0.365744200s | 54184 B
              625387 | 0.364324700s | 54272 B
              626464 | 0.343182800s | 54368 B
              627541 | 0.372517700s | 54464 B
              628618 | 0.349642800s | 54552 B
              629695 | 0.335576000s | 54648 B
              630772 | 0.369066500s | 54744 B
              631849 | 0.414365000s | 54832 B
              632926 | 0.339028700s | 54928 B
              634003 | 0.362644000s | 55024 B
              635080 | 0.351123600s | 55120 B
              636157 | 0.347155500s | 55208 B
              637234 | 0.371923500s | 55304 B
              638311 | 0.386029200s | 55400 B
              639388 | 0.352787600s | 55488 B
              640465 | 0.362632200s | 55584 B
              641542 | 0.352753500s | 55680 B
              642619 | 0.506110900s | 55768 B
              643696 | 0.512739900s | 55864 B
              644773 | 0.375838300s | 55960 B
              645850 | 0.363546300s | 56048 B
              646927 | 0.415002400s | 56144 B
              648004 | 0.397012700s | 56240 B
              649081 | 0.377722100s | 56328 B
              650158 | 0.397980900s | 56424 B
              651235 | 0.837603800s | 56520 B
              652312 | 0.480114300s | 56608 B
              653389 | 0.429962900s | 56704 B
              654466 | 0.433395100s | 56800 B
              655543 | 0.380200000s | 56896 B
              656620 | 0.422605300s | 56984 B
              657697 | 0.378411400s | 57080 B
              658774 | 0.389560700s | 57176 B
              659851 | 0.393374100s | 57264 B
              660928 | 0.418766500s | 57360 B
              662005 | 0.392676100s | 57456 B
              663082 | 0.365991800s | 57544 B
              664159 | 0.390194800s | 57640 B
              665236 | 0.376320500s | 57736 B
              666313 | 0.368110600s | 57824 B
              667390 | 0.411574600s | 57920 B
              668467 | 0.370402100s | 58016 B
              669544 | 0.379594000s | 58104 B
              670621 | 0.384845300s | 58200 B
              671698 | 0.426302500s | 58296 B
              672775 | 0.391888500s | 58384 B
              673852 | 0.377851700s | 58480 B
              674929 | 0.362838400s | 58576 B
              676006 | 0.382308500s | 58664 B
              677083 | 0.369646400s | 58760 B
              678160 | 0.376626900s | 58856 B
              679237 | 0.401210500s | 58952 B
              680314 | 0.404148200s | 59040 B
              681391 | 0.408276600s | 59136 B
              682468 | 0.387126000s | 59232 B
              683545 | 0.380372500s | 59320 B
              684622 | 0.382999400s | 59416 B
              685699 | 0.413525000s | 59512 B
              686776 | 0.382442000s | 59600 B
              687853 | 0.375366800s | 59696 B
              688930 | 0.367725600s | 59792 B
              690007 | 0.383017800s | 59880 B
              691084 | 0.374798100s | 59976 B
              692161 | 0.417379700s | 60072 B
              693238 | 0.383848200s | 60160 B
              694315 | 0.381178900s | 60256 B
              695392 | 0.375148300s | 60352 B
              696469 | 0.391961600s | 60440 B
              697546 | 0.383853500s | 60536 B
              698623 | 0.430032200s | 60632 B
              699700 | 0.378663600s | 60720 B
              700777 | 0.393699000s | 60816 B
              701854 | 0.403279900s | 60912 B
              702931 | 0.386638700s | 61008 B
              704008 | 0.423152300s | 61096 B
              705085 | 0.388776600s | 61192 B
              706162 | 0.383775400s | 61288 B
              707239 | 0.399215900s | 61376 B
              708316 | 0.389077000s | 61472 B
              709393 | 0.398452700s | 61568 B
              710470 | 0.422834000s | 61656 B
              711547 | 0.390379100s | 61752 B
              712624 | 0.401412800s | 61848 B
              713701 | 0.409822500s | 61936 B
              714778 | 0.399382300s | 62032 B
              715855 | 0.422799500s | 62128 B
              716932 | 0.404817600s | 62216 B
              718009 | 0.399185000s | 62312 B
              719086 | 0.391441700s | 62408 B
              720163 | 0.398398000s | 62496 B
              721240 | 0.385614200s | 62592 B
              722317 | 0.443025100s | 62688 B
              723394 | 0.382903300s | 62784 B
              724471 | 0.396299400s | 62872 B
              725548 | 0.400548000s | 62968 B
              726625 | 0.393988600s | 63064 B
              727702 | 0.407138100s | 63152 B
              728779 | 0.439956000s | 63248 B
              729856 | 0.410726500s | 63344 B
              730933 | 0.402003200s | 63432 B
              732010 | 0.401069800s | 63528 B
              733087 | 0.405718400s | 63624 B
              734164 | 0.449016500s | 63712 B
              735241 | 0.408314700s | 63808 B
              736318 | 0.407808700s | 63904 B
              737395 | 0.402907500s | 63992 B
              738472 | 0.406710400s | 64088 B
              739549 | 0.459950000s | 64184 B
              740626 | 0.435332600s | 64272 B
              741703 | 0.411996300s | 64368 B
              742780 | 0.391227200s | 64464 B
              743857 | 0.402987500s | 64552 B
              744934 | 0.404278500s | 64648 B
              746011 | 0.450204900s | 64744 B
              747088 | 0.412959300s | 64840 B
              748165 | 0.525084600s | 64928 B
              749242 | 0.487486800s | 65024 B
              750319 | 0.469921200s | 65120 B
              751396 | 0.458339400s | 65208 B
              752473 | 0.416553900s | 65304 B
              753550 | 0.428684400s | 65400 B
              754627 | 0.415157300s | 65488 B
              755704 | 0.411862900s | 65584 B
              756781 | 0.451416400s | 65680 B
              757858 | 0.419721900s | 65768 B
              758935 | 0.418993400s | 65864 B
              760012 | 0.414159300s | 65960 B
              761089 | 0.417879500s | 66048 B
              762166 | 0.454536100s | 66144 B
              763243 | 0.418588800s | 66240 B
              764320 | 0.429969800s | 66328 B
              765397 | 0.401017900s | 66424 B
              766474 | 0.422988100s | 66520 B
              767551 | 0.462375900s | 66616 B
              768628 | 0.416851400s | 66704 B
              769705 | 0.419202300s | 66800 B
              770782 | 0.432554700s | 66896 B
              771859 | 0.421846400s | 66984 B
              772936 | 0.445059000s | 67080 B
              774013 | 0.453115200s | 67176 B
              775090 | 0.421381000s | 67264 B
              776167 | 0.435788700s | 67360 B
              777244 | 0.425142300s | 67456 B
              778321 | 0.427084000s | 67544 B
              779398 | 0.472679200s | 67640 B
              780475 | 0.435382500s | 67736 B
              781552 | 0.437238800s | 67824 B
              782629 | 0.415014900s | 67920 B
              783706 | 0.440979900s | 68016 B
              784783 | 0.461608300s | 68104 B
              785860 | 0.423852000s | 68200 B
              786937 | 0.412836500s | 68296 B
              788014 | 0.419730900s | 68384 B
              789091 | 0.407751900s | 68480 B
              790168 | 0.468573700s | 68576 B
              791245 | 0.423924200s | 68672 B
              792322 | 0.420661600s | 68760 B
              793399 | 0.430703300s | 68856 B
              794476 | 0.431994000s | 68952 B
              795553 | 0.444501800s | 69040 B
              796630 | 0.424166000s | 69136 B
              797707 | 0.424119500s | 69232 B
              798784 | 0.425755100s | 69320 B
              799861 | 0.440750200s | 69416 B
              800938 | 0.471240400s | 69512 B
              802015 | 0.427449000s | 69600 B
              803092 | 0.434327000s | 69696 B
              804169 | 0.428602900s | 69792 B
              805246 | 0.428369800s | 69880 B
              806323 | 0.520979400s | 69976 B
              807400 | 0.547775300s | 70072 B
              808477 | 0.481129800s | 70160 B
              809554 | 0.421878900s | 70256 B
              810631 | 0.424635600s | 70352 B
              811708 | 0.468807900s | 70448 B
              812785 | 0.429219700s | 70536 B
              813862 | 0.420734400s | 70632 B
              814939 | 0.450211800s | 70728 B
              816016 | 0.430069300s | 70816 B
              817093 | 0.472696200s | 70912 B
              818170 | 0.427163300s | 71008 B
              819247 | 0.438374900s | 71096 B
              820324 | 0.425796500s | 71192 B
              821401 | 0.432918300s | 71288 B
              822478 | 0.462562400s | 71376 B
              823555 | 0.446840400s | 71472 B
              824632 | 0.450347100s | 71568 B
              825709 | 0.433405300s | 71656 B
              826786 | 0.446337900s | 71752 B
              827863 | 0.475747300s | 71848 B
              828940 | 0.446510000s | 71936 B
              830017 | 0.428265300s | 72032 B
              831094 | 0.433888500s | 72128 B
              832171 | 0.444084800s | 72216 B
              833248 | 0.492547900s | 72312 B
              834325 | 0.452499200s | 72408 B
              835402 | 0.443251200s | 72504 B
              836479 | 0.443541500s | 72592 B
              837556 | 0.445866200s | 72688 B
