#   Fibonacci index  |   Time (s)   | Size (bytes) 
# -------------------+--------------+--------------
               90399 | 0.002014800s | 7848 B
               92437 | 0.002075100s | 8024 B
               94475 | 0.002436400s | 8200 B
               96513 | 0.002218400s | 8376 B
               98551 | 0.002355700s | 8560 B
              100589 | 0.002351400s | 8736 B
              102627 | 0.002608300s | 8912 B
              104665 | 0.002546000s | 9088 B
              106703 | 0.002642500s | 9264 B
              108741 | 0.002789200s | 9440 B
              110779 | 0.002916900s | 9616 B
              112817 | 0.002985000s | 9792 B
              114855 | 0.003485700s | 9968 B
              116893 | 0.003300900s | 10144 B
              118931 | 0.003132700s | 10328 B
              120969 | 0.003635200s | 10504 B
              123007 | 0.004079800s | 10680 B
              125045 | 0.004611200s | 10856 B
              127083 | 0.004788600s | 11032 B
              129121 | 0.004981900s | 11208 B
              131159 | 0.005020700s | 11384 B
              133197 | 0.004981400s | 11560 B
              135235 | 0.004523800s | 11736 B
              137273 | 0.004592400s | 11920 B
              139311 | 0.004479300s | 12096 B
              141349 | 0.004791600s | 12272 B
              143387 | 0.005155600s | 12448 B
              145425 | 0.005164600s | 12624 B
              147463 | 0.005530200s | 12800 B
              149501 | 0.005984800s | 12976 B
              151539 | 0.005395900s | 13152 B
              153577 | 0.006373300s | 13328 B
              155615 | 0.006159700s | 13512 B
              157653 | 0.005936700s | 13688 B
              159691 | 0.006042600s | 13864 B
              161729 | 0.005827100s | 14040 B
              163767 | 0.005857200s | 14216 B
              165805 | 0.006412300s | 14392 B
              167843 | 0.006251100s | 14568 B
              169881 | 0.006648300s | 14744 B
              171919 | 0.007023100s | 14920 B
              173957 | 0.006961600s | 15096 B
              175995 | 0.007024700s | 15280 B
              178033 | 0.007367100s | 15456 B
              180071 | 0.007236300s | 15632 B
              182109 | 0.009026200s | 15808 B
              184147 | 0.008642000s | 15984 B
              186185 | 0.008016600s | 16160 B
              188223 | 0.007817100s | 16336 B
              190261 | 0.008240000s | 16512 B
              192299 | 0.008466900s | 16688 B
              194337 | 0.008485200s | 16872 B
              196375 | 0.009056100s | 17048 B
              198413 | 0.011515200s | 17224 B
              200451 | 0.011510200s | 17400 B
              202489 | 0.011611600s | 17576 B
              204527 | 0.010123800s | 17752 B
              206565 | 0.010097000s | 17928 B
              208603 | 0.009951800s | 18104 B
              210641 | 0.009950900s | 18280 B
              212679 | 0.012480700s | 18464 B
              214717 | 0.010574400s | 18640 B
              216755 | 0.011301000s | 18816 B
              218793 | 0.011100100s | 18992 B
              220831 | 0.011116800s | 19168 B
              222869 | 0.011279400s | 19344 B
              224907 | 0.011709800s | 19520 B
              226945 | 0.011361900s | 19696 B
              228983 | 0.011652600s | 19872 B
              231021 | 0.011670900s | 20048 B
              233059 | 0.012195400s | 20232 B
              235097 | 0.012339600s | 20408 B
              237135 | 0.013179900s | 20584 B
              239173 | 0.016074100s | 20760 B
              241211 | 0.015532500s | 20936 B
              243249 | 0.014858500s | 21112 B
              245287 | 0.016143800s | 21288 B
              247325 | 0.014268800s | 21464 B
              249363 | 0.013894000s | 21640 B
              251401 | 0.017868000s | 21824 B
              253439 | 0.016403700s | 22000 B
              255477 | 0.015201800s | 22176 B
              257515 | 0.015066200s | 22352 B
              259553 | 0.015547000s | 22528 B
              261591 | 0.015464200s | 22704 B
              263629 | 0.019484000s | 22880 B
              265667 | 0.019148200s | 23056 B
              267705 | 0.017732900s | 23232 B
              269743 | 0.019754200s | 23416 B
              271781 | 0.016351200s | 23592 B
              273819 | 0.017321000s | 23768 B
              275857 | 0.019596000s | 23944 B
              277895 | 0.017291100s | 24120 B
              279933 | 0.024217200s | 24296 B
              281971 | 0.017899600s | 24472 B
              284009 | 0.018483500s | 24648 B
              286047 | 0.018690800s | 24824 B
              288085 | 0.020362200s | 25000 B
              290123 | 0.018765300s | 25184 B
              292161 | 0.020201300s | 25360 B
              294199 | 0.020068700s | 25536 B
              296237 | 0.021364100s | 25712 B
              298275 | 0.020034100s | 25888 B
              300313 | 0.025337400s | 26064 B
              302351 | 0.022597500s | 26240 B
              304389 | 0.021053700s | 26416 B
              306427 | 0.021639500s | 26592 B
              308465 | 0.024596300s | 26776 B
              310503 | 0.022717100s | 26952 B
              312541 | 0.022035500s | 27128 B
              314579 | 0.025168500s | 27304 B
              316617 | 0.023686800s | 27480 B
              318655 | 0.022964800s | 27656 B
              320693 | 0.023528200s | 27832 B
              322731 | 0.025610300s | 28008 B
              324769 | 0.023651500s | 28184 B
              326807 | 0.023621800s | 28368 B
              328845 | 0.024379400s | 28544 B
              330883 | 0.024341700s | 28720 B
              332921 | 0.028486700s | 28896 B
              334959 | 0.026425500s | 29072 B
              336997 | 0.029446800s | 29248 B
              339035 | 0.025920800s | 29424 B
              341073 | 0.026095800s | 29600 B
              343111 | 0.029184800s | 29776 B
              345149 | 0.027979400s | 29952 B
              347187 | 0.028031600s | 30136 B
              349225 | 0.027228500s | 30312 B
              351263 | 0.028033800s | 30488 B
              353301 | 0.030895700s | 30664 B
              355339 | 0.029147500s | 30840 B
              357377 | 0.028892700s | 31016 B
              359415 | 0.029695700s | 31192 B
              361453 | 0.031811400s | 31368 B
              363491 | 0.030650000s | 31544 B
              365529 | 0.030439500s | 31728 B
              367567 | 0.030067400s | 31904 B
              369605 | 0.031962400s | 32080 B
              371643 | 0.042661500s | 32256 B
              373681 | 0.047932500s | 32432 B
              375719 | 0.038078400s | 32608 B
              377757 | 0.039399700s | 32784 B
              379795 | 0.035146800s | 32960 B
              381833 | 0.038428500s | 33136 B
              383871 | 0.033996000s | 33320 B
              385909 | 0.032933100s | 33496 B
              387947 | 0.034667700s | 33672 B
              389985 | 0.040131300s | 33848 B
              392023 | 0.036711700s | 34024 B
              394061 | 0.037728000s | 34200 B
              396099 | 0.035337000s | 34376 B
              398137 | 0.038872500s | 34552 B
              400175 | 0.035783200s | 34728 B
              402213 | 0.035975500s | 34904 B
              404251 | 0.039142700s | 35088 B
              406289 | 0.040597500s | 35264 B
              408327 | 0.038986100s | 35440 B
              410365 | 0.039770800s | 35616 B
              412403 | 0.043107400s | 35792 B
              414441 | 0.038354700s | 35968 B
              416479 | 0.040995700s | 36144 B
              418517 | 0.038760000s | 36320 B
              420555 | 0.042731500s | 36496 B
              422593 | 0.039412300s | 36680 B
              424631 | 0.041376700s | 36856 B
              426669 | 0.039834600s | 37032 B
              428707 | 0.041463400s | 37208 B
              430745 | 0.042935400s | 37384 B
              432783 | 0.044497400s | 37560 B
              434821 | 0.045899500s | 37736 B
              436859 | 0.048890400s | 37912 B
              438897 | 0.042248000s | 38088 B
              440935 | 0.048477700s | 38272 B
              442973 | 0.043729100s | 38448 B
              445011 | 0.043943800s | 38624 B
              447049 | 0.044477400s | 38800 B
              449087 | 0.044573400s | 38976 B
              451125 | 0.045302900s | 39152 B
              453163 | 0.050444400s | 39328 B
              455201 | 0.049352200s | 39504 B
              457239 | 0.049334300s | 39680 B
              459277 | 0.047889500s | 39864 B
              461315 | 0.048270800s | 40040 B
              463353 | 0.048665400s | 40216 B
              465391 | 0.051647400s | 40392 B
              467429 | 0.049257100s | 40568 B
              469467 | 0.051977300s | 40744 B
              471505 | 0.049452200s | 40920 B
              473543 | 0.051324000s | 41096 B
              475581 | 0.052157200s | 41272 B
              477619 | 0.070491800s | 41448 B
              479657 | 0.060457700s | 41632 B
              481695 | 0.055535700s | 41808 B
              483733 | 0.059466000s | 41984 B
              485771 | 0.051754300s | 42160 B
              487809 | 0.058655900s | 42336 B
              489847 | 0.053625100s | 42512 B
              491885 | 0.055472000s | 42688 B
              493923 | 0.057601000s | 42864 B
              495961 | 0.058533200s | 43040 B
              497999 | 0.055956100s | 43224 B
              500037 | 0.058195100s | 43400 B
              502075 | 0.064923700s | 43576 B
              504113 | 0.057666500s | 43752 B
              506151 | 0.057068900s | 43928 B
              508189 | 0.056707800s | 44104 B
              510227 | 0.065689500s | 44280 B
              512265 | 0.059375500s | 44456 B
              514303 | 0.059741800s | 44632 B
              516341 | 0.061065800s | 44816 B
              518379 | 0.061022400s | 44992 B
              520417 | 0.068084800s | 45168 B
              522455 | 0.065368400s | 45344 B
              524493 | 0.061600800s | 45520 B
              526531 | 0.067958300s | 45696 B
              528569 | 0.070659800s | 45872 B
              530607 | 0.062759100s | 46048 B
              532645 | 0.069387000s | 46224 B
              534683 | 0.065399500s | 46400 B
              536721 | 0.068174200s | 46584 B
              538759 | 0.070310700s | 46760 B
              540797 | 0.067155200s | 46936 B
              542835 | 0.066739600s | 47112 B
              544873 | 0.089809700s | 47288 B
              546911 | 0.077250400s | 47464 B
              548949 | 0.096107800s | 47640 B
              550987 | 0.082362100s | 47816 B
              553025 | 0.070391900s | 47992 B
              555063 | 0.075869500s | 48176 B
              557101 | 0.071912400s | 48352 B
              559139 | 0.068156200s | 48528 B
              561177 | 0.067018700s | 48704 B
              563215 | 0.069518100s | 48880 B
              565253 | 0.071056300s | 49056 B
              567291 | 0.075404200s | 49232 B
              569329 | 0.073979300s | 49408 B
              571367 | 0.088242100s | 49584 B
              573405 | 0.076058100s | 49768 B
              575443 | 0.074565300s | 49944 B
              577481 | 0.074359400s | 50120 B
              579519 | 0.078304800s | 50296 B
              581557 | 0.078871000s | 50472 B
              583595 | 0.079809000s | 50648 B
              585633 | 0.075570400s | 50824 B
              587671 | 0.075739400s | 51000 B
              589709 | 0.080465300s | 51176 B
              591747 | 0.081509500s | 51352 B
              593785 | 0.079384300s | 51536 B
              595823 | 0.086275100s | 51712 B
              597861 | 0.081295300s | 51888 B
              599899 | 0.078436700s | 52064 B
              601937 | 0.089608600s | 52240 B
              603975 | 0.084733200s | 52416 B
              606013 | 0.092993000s | 52592 B
              608051 | 0.114889000s | 52768 B
              610089 | 0.082142200s | 52944 B
              612127 | 0.088066100s | 53128 B
              614165 | 0.089289900s | 53304 B
              616203 | 0.083873200s | 53480 B
              618241 | 0.085548100s | 53656 B
              620279 | 0.096565800s | 53832 B
              622317 | 0.088167600s | 54008 B
              624355 | 0.088298200s | 54184 B
              626393 | 0.089697500s | 54360 B
              628431 | 0.086251500s | 54536 B
              630469 | 0.097600400s | 54720 B
              632507 | 0.093627800s | 54896 B
              634545 | 0.085813600s | 55072 B
              636583 | 0.090977100s | 55248 B
              638621 | 0.088793700s | 55424 B
              640659 | 0.095474500s | 55600 B
              642697 | 0.100580700s | 55776 B
              644735 | 0.094992100s | 55952 B
              646773 | 0.108139100s | 56128 B
              648811 | 0.093398400s | 56304 B
              650849 | 0.098336000s | 56488 B
              652887 | 0.099520500s | 56664 B
              654925 | 0.099418800s | 56840 B
              656963 | 0.132324700s | 57016 B
              659001 | 0.099897600s | 57192 B
              661039 | 0.101599400s | 57368 B
              663077 | 0.104307800s | 57544 B
              665115 | 0.101910800s | 57720 B
              667153 | 0.105463500s | 57896 B
              669191 | 0.099017800s | 58080 B
              671229 | 0.105722300s | 58256 B
              673267 | 0.104012200s | 58432 B
              675305 | 0.103818300s | 58608 B
              677343 | 0.106534700s | 58784 B
              679381 | 0.103534700s | 58960 B
              681419 | 0.103460400s | 59136 B
              683457 | 0.106899800s | 59312 B
              685495 | 0.103314500s | 59488 B
              687533 | 0.117799400s | 59672 B
              689571 | 0.109672900s | 59848 B
              691609 | 0.110655700s | 60024 B
              693647 | 0.109027900s | 60200 B
              695685 | 0.102837400s | 60376 B
              697723 | 0.127109100s | 60552 B
              699761 | 0.124571000s | 60728 B
              701799 | 0.119089700s | 60904 B
              703837 | 0.112385100s | 61080 B
              705875 | 0.118435600s | 61256 B
              707913 | 0.116601700s | 61440 B
              709951 | 0.122554100s | 61616 B
              711989 | 0.114261700s | 61792 B
              714027 | 0.123364000s | 61968 B
              716065 | 0.115958600s | 62144 B
              718103 | 0.115157000s | 62320 B
              720141 | 0.120117900s | 62496 B
              722179 | 0.117167700s | 62672 B
              724217 | 0.117564700s | 62848 B
              726255 | 0.120665400s | 63032 B
              728293 | 0.126552000s | 63208 B
              730331 | 0.118973000s | 63384 B
              732369 | 0.123661100s | 63560 B
              734407 | 0.122341500s | 63736 B
              736445 | 0.160408700s | 63912 B
              738483 | 0.123221600s | 64088 B
              740521 | 0.130174900s | 64264 B
              742559 | 0.122979900s | 64440 B
              744597 | 0.128526000s | 64624 B
              746635 | 0.123024000s | 64800 B
              748673 | 0.128360100s | 64976 B
              750711 | 0.155618800s | 65152 B
              752749 | 0.133535500s | 65328 B
              754787 | 0.130490300s | 65504 B
              756825 | 0.130135800s | 65680 B
              758863 | 0.135674300s | 65856 B
              760901 | 0.129756900s | 66032 B
              762939 | 0.138864800s | 66208 B
              764977 | 0.127139300s | 66392 B
              767015 | 0.136450000s | 66568 B
              769053 | 0.135202400s | 66744 B
              771091 | 0.170932200s | 66920 B
              773129 | 0.139510700s | 67096 B
              775167 | 0.138632700s | 67272 B
              777205 | 0.147863700s | 67448 B
              779243 | 0.134717300s | 67624 B
              781281 | 0.143183800s | 67800 B
              783319 | 0.142155700s | 67984 B
              785357 | 0.139707500s | 68160 B
              787395 | 0.135500700s | 68336 B
              789433 | 0.141065100s | 68512 B
              791471 | 0.138905400s | 68688 B
              793509 | 0.150364200s | 68864 B
              795547 | 0.137977600s | 69040 B
              797585 | 0.149970700s | 69216 B
              799623 | 0.150109200s | 69392 B
              801661 | 0.167265000s | 69576 B
              803699 | 0.161384500s | 69752 B
              805737 | 0.148577800s | 69928 B
              807775 | 0.149163000s | 70104 B
              809813 | 0.154709400s | 70280 B
              811851 | 0.150577800s | 70456 B
              813889 | 0.153450000s | 70632 B
              815927 | 0.161139700s | 70808 B
              817965 | 0.149963200s | 70984 B
              820003 | 0.154331300s | 71160 B
              822041 | 0.151429500s | 71344 B
              824079 | 0.155300800s | 71520 B
              826117 | 0.155143400s | 71696 B
              828155 | 0.151769200s | 71872 B
              830193 | 0.157585000s | 72048 B
              832231 | 0.190311900s | 72224 B
              834269 | 0.152210400s | 72400 B
              836307 | 0.161230900s | 72576 B
              838345 | 0.157138600s | 72752 B
              840383 | 0.157323800s | 72936 B
              842421 | 0.161462700s | 73112 B
              844459 | 0.165389000s | 73288 B
              846497 | 0.161433200s | 73464 B
              848535 | 0.158813800s | 73640 B
              850573 | 0.171124000s | 73816 B
              852611 | 0.164597600s | 73992 B
              854649 | 0.159333000s | 74168 B
              856687 | 0.171633600s | 74344 B
              858725 | 0.208026900s | 74528 B
              860763 | 0.170033500s | 74704 B
              862801 | 0.170916000s | 74880 B
              864839 | 0.166926900s | 75056 B
              866877 | 0.165589600s | 75232 B
              868915 | 0.172413000s | 75408 B
              870953 | 0.166020000s | 75584 B
              872991 | 0.168842900s | 75760 B
              875029 | 0.175466800s | 75936 B
              877067 | 0.169753900s | 76112 B
              879105 | 0.167904000s | 76296 B
              881143 | 0.172846300s | 76472 B
              883181 | 0.193529700s | 76648 B
              885219 | 0.212468000s | 76824 B
              887257 | 0.177023000s | 77000 B
              889295 | 0.177536300s | 77176 B
              891333 | 0.178714200s | 77352 B
              893371 | 0.175430600s | 77528 B
              895409 | 0.186586600s | 77704 B
              897447 | 0.180346200s | 77888 B
              899485 | 0.177463600s | 78064 B
              901523 | 0.205805000s | 78240 B
              903561 | 0.185205500s | 78416 B
              905599 | 0.187999500s | 78592 B
              907637 | 0.187225000s | 78768 B
              909675 | 0.225459300s | 78944 B
              911713 | 0.195508300s | 79120 B
              913751 | 0.189995200s | 79296 B
              915789 | 0.187731900s | 79480 B
              917827 | 0.194986800s | 79656 B
              919865 | 0.191077600s | 79832 B
              921903 | 0.187849000s | 80008 B
              923941 | 0.194233000s | 80184 B
              925979 | 0.199032000s | 80360 B
              928017 | 0.189397100s | 80536 B
              930055 | 0.195898000s | 80712 B
              932093 | 0.210868000s | 80888 B
              934131 | 0.218510300s | 81064 B
              936169 | 0.199917500s | 81248 B
              938207 | 0.191806100s | 81424 B
              940245 | 0.205754500s | 81600 B
              942283 | 0.207804200s | 81776 B
              944321 | 0.211135700s | 81952 B
              946359 | 0.200292200s | 82128 B
              948397 | 0.204521900s | 82304 B
              950435 | 0.210485500s | 82480 B
              952473 | 0.210442900s | 82656 B
              954511 | 0.238849200s | 82840 B
              956549 | 0.211941100s | 83016 B
              958587 | 0.205666300s | 83192 B
              960625 | 0.204362800s | 83368 B
              962663 | 0.213210900s | 83544 B
              964701 | 0.209601700s | 83720 B
              966739 | 0.210263100s | 83896 B
              968777 | 0.215352100s | 84072 B
              970815 | 0.209321500s | 84248 B
              972853 | 0.215598600s | 84432 B
              974891 | 0.216147100s | 84608 B
              976929 | 0.257675700s | 84784 B
              978967 | 0.216487100s | 84960 B
              981005 | 0.233759700s | 85136 B
              983043 | 0.219250800s | 85312 B
              985081 | 0.236957500s | 85488 B
              987119 | 0.218785000s | 85664 B
              989157 | 0.215800000s | 85840 B
              991195 | 0.220991000s | 86016 B
              993233 | 0.219454100s | 86200 B
              995271 | 0.232491600s | 86376 B
              997309 | 0.285133600s | 86552 B
              999347 | 0.260144800s | 86728 B
             1001385 | 0.251874900s | 86904 B
             1003423 | 0.251819200s | 87080 B
             1005461 | 0.261612800s | 87256 B
             1007499 | 0.266976600s | 87432 B
             1009537 | 0.248970200s | 87608 B
             1011575 | 0.230265400s | 87792 B
             1013613 | 0.249172200s | 87968 B
             1015651 | 0.256858500s | 88144 B
             1017689 | 0.236871800s | 88320 B
             1019727 | 0.240278500s | 88496 B
             1021765 | 0.245799100s | 88672 B
             1023803 | 0.236422500s | 88848 B
             1025841 | 0.244250700s | 89024 B
             1027879 | 0.243477100s | 89200 B
             1029917 | 0.238718300s | 89384 B
             1031955 | 0.244909400s | 89560 B
             1033993 | 0.273334000s | 89736 B
             1036031 | 0.241517200s | 89912 B
             1038069 | 0.248680600s | 90088 B
             1040107 | 0.240096100s | 90264 B
             1042145 | 0.250492900s | 90440 B
             1044183 | 0.244316000s | 90616 B
             1046221 | 0.250386600s | 90792 B
             1048259 | 0.253017500s | 90976 B
             1050297 | 0.263430700s | 91152 B
             1052335 | 0.267340600s | 91328 B
             1054373 | 0.249819700s | 91504 B
             1056411 | 0.251934800s | 91680 B
             1058449 | 0.256603900s | 91856 B
             1060487 | 0.256511800s | 92032 B
             1062525 | 0.263291700s | 92208 B
             1064563 | 0.257986300s | 92384 B
             1066601 | 0.251108600s | 92560 B
             1068639 | 0.289762300s | 92744 B
             1070677 | 0.262396300s | 92920 B
             1072715 | 0.256311300s | 93096 B
             1074753 | 0.254718500s | 93272 B
             1076791 | 0.264517900s | 93448 B
             1078829 | 0.259404200s | 93624 B
             1080867 | 0.265228200s | 93800 B
             1082905 | 0.260067200s | 93976 B
             1084943 | 0.277416300s | 94152 B
             1086981 | 0.301281800s | 94336 B
             1089019 | 0.270350600s | 94512 B
             1091057 | 0.270979700s | 94688 B
             1093095 | 0.274016200s | 94864 B
             1095133 | 0.266249200s | 95040 B
             1097171 | 0.269003200s | 95216 B
             1099209 | 0.270877300s | 95392 B
             1101247 | 0.286499600s | 95568 B
             1103285 | 0.315727300s | 95744 B
             1105323 | 0.276994200s | 95928 B
             1107361 | 0.292189900s | 96104 B
             1109399 | 0.277032700s | 96280 B
             1111437 | 0.279495200s | 96456 B
             1113475 | 0.282034200s | 96632 B
             1115513 | 0.286126200s | 96808 B
             1117551 | 0.291323600s | 96984 B
             1119589 | 0.314630000s | 97160 B
             1121627 | 0.269572100s | 97336 B
             1123665 | 0.286593400s | 97512 B
             1125703 | 0.286579700s | 97696 B
             1127741 | 0.286325400s | 97872 B
             1129779 | 0.289554700s | 98048 B
             1131817 | 0.293820800s | 98224 B
             1133855 | 0.325650700s | 98400 B
             1135893 | 0.302138700s | 98576 B
             1137931 | 0.292384300s | 98752 B
             1139969 | 0.297567200s | 98928 B
             1142007 | 0.294557600s | 99104 B
             1144045 | 0.293984900s | 99288 B
             1146083 | 0.291241700s | 99464 B
             1148121 | 0.307118600s | 99640 B
             1150159 | 0.331579600s | 99816 B
             1152197 | 0.297670100s | 99992 B
             1154235 | 0.299956000s | 100168 B
             1156273 | 0.312593000s | 100344 B
             1158311 | 0.315031500s | 100520 B
             1160349 | 0.308491300s | 100696 B
             1162387 | 0.319765100s | 100880 B
             1164425 | 0.339805300s | 101056 B
             1166463 | 0.310350000s | 101232 B
             1168501 | 0.305689300s | 101408 B
             1170539 | 0.311178200s | 101584 B
             1172577 | 0.347129200s | 101760 B
             1174615 | 0.308690100s | 101936 B
             1176653 | 0.312524600s | 102112 B
             1178691 | 0.355458600s | 102288 B
             1180729 | 0.306663200s | 102464 B
             1182767 | 0.313968300s | 102648 B
             1184805 | 0.347020700s | 102824 B
             1186843 | 0.318845500s | 103000 B
             1188881 | 0.311846600s | 103176 B
             1190919 | 0.328070800s | 103352 B
             1192957 | 0.359579600s | 103528 B
             1194995 | 0.318744100s | 103704 B
             1197033 | 0.322596900s | 103880 B
             1199071 | 0.317248300s | 104056 B
             1201109 | 0.328356100s | 104240 B
             1203147 | 0.320798400s | 104416 B
             1205185 | 0.339553000s | 104592 B
             1207223 | 0.353960000s | 104768 B
             1209261 | 0.323420100s | 104944 B
             1211299 | 0.333027800s | 105120 B
             1213337 | 0.330112000s | 105296 B
             1215375 | 0.343424300s | 105472 B
             1217413 | 0.336269700s | 105648 B
             1219451 | 0.366687500s | 105832 B
             1221489 | 0.339467900s | 106008 B
             1223527 | 0.339592800s | 106184 B
             1225565 | 0.340912400s | 106360 B
             1227603 | 0.343479700s | 106536 B
             1229641 | 0.347459900s | 106712 B
             1231679 | 0.342128500s | 106888 B
             1233717 | 0.384929500s | 107064 B
             1235755 | 0.346271000s | 107240 B
             1237793 | 0.338721000s | 107416 B
             1239831 | 0.348709300s | 107600 B
             1241869 | 0.348414400s | 107776 B
             1243907 | 0.338258400s | 107952 B
             1245945 | 0.401783200s | 108128 B
             1247983 | 0.347871100s | 108304 B
             1250021 | 0.366468500s | 108480 B
             1252059 | 0.357394600s | 108656 B
             1254097 | 0.347150000s | 108832 B
             1256135 | 0.365470300s | 109008 B
             1258173 | 0.388560600s | 109192 B
             1260211 | 0.381902600s | 109368 B
             1262249 | 0.358005700s | 109544 B
             1264287 | 0.355751100s | 109720 B
             1266325 | 0.368441200s | 109896 B
             1268363 | 0.355430700s | 110072 B
             1270401 | 0.398371900s | 110248 B
             1272439 | 0.370559800s | 110424 B
             1274477 | 0.373104500s | 110600 B
             1276515 | 0.382646800s | 110784 B
             1278553 | 0.378599200s | 110960 B
             1280591 | 0.360711600s | 111136 B
             1282629 | 0.411426800s | 111312 B
             1284667 | 0.375431200s | 111488 B
             1286705 | 0.370247100s | 111664 B
             1288743 | 0.384279900s | 111840 B
             1290781 | 0.374776700s | 112016 B
             1292819 | 0.374210800s | 112192 B
             1294857 | 0.414310700s | 112368 B
             1296895 | 0.372738800s | 112552 B
             1298933 | 0.375605200s | 112728 B
             1300971 | 0.376827200s | 112904 B
             1303009 | 0.382757000s | 113080 B
             1305047 | 0.389158700s | 113256 B
             1307085 | 0.423259900s | 113432 B
             1309123 | 0.378813300s | 113608 B
             1311161 | 0.387962500s | 113784 B
             1313199 | 0.386459100s | 113960 B
             1315237 | 0.395468000s | 114144 B
             1317275 | 0.417407100s | 114320 B
             1319313 | 0.423750700s | 114496 B
             1321351 | 0.391348900s | 114672 B
             1323389 | 0.392943300s | 114848 B
             1325427 | 0.398936700s | 115024 B
             1327465 | 0.391591500s | 115200 B
             1329503 | 0.432400100s | 115376 B
             1331541 | 0.412418100s | 115552 B
             1333579 | 0.395746000s | 115736 B
             1335617 | 0.408105400s | 115912 B
             1337655 | 0.396642200s | 116088 B
             1339693 | 0.414501400s | 116264 B
             1341731 | 0.451066500s | 116440 B
             1343769 | 0.414033600s | 116616 B
             1345807 | 0.409840200s | 116792 B
             1347845 | 0.401341500s | 116968 B
             1349883 | 0.432897400s | 117144 B
             1351921 | 0.447386100s | 117320 B
             1353959 | 0.410350200s | 117504 B
             1355997 | 0.413282000s | 117680 B
             1358035 | 0.438833500s | 117856 B
             1360073 | 0.411483800s | 118032 B
             1362111 | 0.454108700s | 118208 B
             1364149 | 0.416981900s | 118384 B
             1366187 | 0.420933200s | 118560 B
             1368225 | 0.418716200s | 118736 B
             1370263 | 0.426004300s | 118912 B
             1372301 | 0.442398800s | 119096 B
             1374339 | 0.446345400s | 119272 B
             1376377 | 0.434177000s | 119448 B
             1378415 | 0.430650000s | 119624 B
             1380453 | 0.417510100s | 119800 B
             1382491 | 0.421161200s | 119976 B
             1384529 | 0.468972100s | 120152 B
             1386567 | 0.428451900s | 120328 B
             1388605 | 0.449195200s | 120504 B
             1390643 | 0.440912200s | 120688 B
             1392681 | 0.436607500s | 120864 B
             1394719 | 0.465618900s | 121040 B
             1396757 | 0.436714200s | 121216 B
             1398795 | 0.446763100s | 121392 B
             1400833 | 0.448636300s | 121568 B
             1402871 | 0.448504300s | 121744 B
             1404909 | 0.486855100s | 121920 B
             1406947 | 0.443380000s | 122096 B
             1408985 | 0.453136300s | 122272 B
             1411023 | 0.445242300s | 122456 B
             1413061 | 0.431964500s | 122632 B
             1415099 | 0.490890500s | 122808 B
             1417137 | 0.434841800s | 122984 B
             1419175 | 0.453497800s | 123160 B
             1421213 | 0.443621600s | 123336 B
             1423251 | 0.543000000s | 123512 B
             1425289 | 0.498193000s | 123688 B
             1427327 | 0.469863000s | 123864 B
             1429365 | 0.467720700s | 124048 B
             1431403 | 0.459759300s | 124224 B
             1433441 | 0.497994000s | 124400 B
             1435479 | 0.460619400s | 124576 B
             1437517 | 0.490391200s | 124752 B
             1439555 | 0.450700800s | 124928 B
             1441593 | 0.474838000s | 125104 B
             1443631 | 0.512955500s | 125280 B
             1445669 | 0.468414200s | 125456 B
             1447707 | 0.481338700s | 125640 B
             1449745 | 0.477932100s | 125816 B
             1451783 | 0.507254300s | 125992 B
             1453821 | 0.490952800s | 126168 B
             1455859 | 0.485396000s | 126344 B
             1457897 | 0.479952700s | 126520 B
             1459935 | 0.488695700s | 126696 B
             1461973 | 0.518392100s | 126872 B
             1464011 | 0.477602100s | 127048 B
             1466049 | 0.489483700s | 127224 B
             1468087 | 0.485033700s | 127408 B
             1470125 | 0.493752100s | 127584 B
             1472163 | 0.528088800s | 127760 B
             1474201 | 0.485877800s | 127936 B
             1476239 | 0.500758000s | 128112 B
             1478277 | 0.495860800s | 128288 B
             1480315 | 0.533988000s | 128464 B
             1482353 | 0.497887600s | 128640 B
             1484391 | 0.495451400s | 128816 B
             1486429 | 0.490708700s | 129000 B
             1488467 | 0.531501600s | 129176 B
             1490505 | 0.515332100s | 129352 B
             1492543 | 0.493965600s | 129528 B
             1494581 | 0.500162200s | 129704 B
             1496619 | 0.511326800s | 129880 B
             1498657 | 0.548682700s | 130056 B
             1500695 | 0.503387400s | 130232 B
             1502733 | 0.509237600s | 130408 B
             1504771 | 0.511785500s | 130592 B
             1506809 | 0.552788300s | 130768 B
             1508847 | 0.556177500s | 130944 B
             1510885 | 0.643214300s | 131120 B
             1512923 | 0.668678800s | 131296 B
             1514961 | 0.649558600s | 131472 B
             1516999 | 0.576086200s | 131648 B
             1519037 | 0.671285100s | 131824 B
             1521075 | 0.679708200s | 132000 B
             1523113 | 0.725798900s | 132176 B
             1525151 | 0.557118600s | 132360 B
             1527189 | 0.613358000s | 132536 B
             1529227 | 0.569319200s | 132712 B
             1531265 | 0.524006600s | 132888 B
             1533303 | 0.532154900s | 133064 B
             1535341 | 0.529416000s | 133240 B
             1537379 | 0.582511300s | 133416 B
             1539417 | 0.547122200s | 133592 B
             1541455 | 0.531951800s | 133768 B
             1543493 | 0.540501400s | 133952 B
             1545531 | 0.573666800s | 134128 B
             1547569 | 0.543778800s | 134304 B
             1549607 | 0.547351500s | 134480 B
             1551645 | 0.537996100s | 134656 B
             1553683 | 0.649723600s | 134832 B
             1555721 | 0.612214100s | 135008 B
