#   Fibonacci index  |   Time (s)   | Size (bytes) 
# -------------------+--------------+--------------
               98832 | 0.015714500s | 8577 B
              101635 | 0.020632000s | 8820 B
              104438 | 0.025796900s | 9064 B
              107241 | 0.023001500s | 9307 B
              110044 | 0.026521500s | 9550 B
              112847 | 0.027844500s | 9793 B
              115650 | 0.026519700s | 10036 B
              118453 | 0.035158000s | 10280 B
              121256 | 0.032346700s | 10523 B
              124059 | 0.033658900s | 10766 B
              126862 | 0.039011700s | 11009 B
              129665 | 0.034371800s | 11253 B
              132468 | 0.032684400s | 11496 B
              135271 | 0.026202700s | 11739 B
              138074 | 0.032577200s | 11982 B
              140877 | 0.030449400s | 12226 B
              143680 | 0.028307900s | 12469 B
              146483 | 0.039666300s | 12712 B
              149286 | 0.038309900s | 12955 B
              152089 | 0.037222600s | 13199 B
              154892 | 0.041981300s | 13442 B
              157695 | 0.051304200s | 13685 B
              160498 | 0.051108600s | 13928 B
              163301 | 0.056274600s | 14172 B
              166104 | 0.042712900s | 14415 B
              168907 | 0.051118400s | 14658 B
              171710 | 0.061035000s | 14901 B
              174513 | 0.055167900s | 15145 B
              177316 | 0.053349800s | 15388 B
              180119 | 0.066924300s | 15631 B
              182922 | 0.055802100s | 15874 B
              185725 | 0.065729700s | 16118 B
              188528 | 0.056617100s | 16361 B
              191331 | 0.064335400s | 16604 B
              194134 | 0.054867600s | 16847 B
              196937 | 0.040480800s | 17091 B
              199740 | 0.063532500s | 17334 B
              202543 | 0.073178600s | 17577 B
              205346 | 0.047000200s | 17820 B
              208149 | 0.070244900s | 18064 B
              210952 | 0.064462400s | 18307 B
              213755 | 0.078177600s | 18550 B
              216558 | 0.063062600s | 18793 B
              219361 | 0.054958200s | 19037 B
              222164 | 0.063738000s | 19280 B
              224967 | 0.073242100s | 19523 B
              227770 | 0.067153300s | 19766 B
              230573 | 0.068339500s | 20010 B
              233376 | 0.064862700s | 20253 B
              236179 | 0.059900900s | 20496 B
              238982 | 0.059358400s | 20739 B
              241785 | 0.063341600s | 20983 B
              244588 | 0.063735600s | 21226 B
              247391 | 0.062971700s | 21469 B
              250194 | 0.055942100s | 21712 B
              252997 | 0.070410500s | 21955 B
              255800 | 0.074896600s | 22199 B
              258603 | 0.071597800s | 22442 B
              261406 | 0.081239200s | 22685 B
              264209 | 0.071174700s | 22928 B
              267012 | 0.074130600s | 23172 B
              269815 | 0.084158300s | 23415 B
              272618 | 0.067797900s | 23658 B
              275421 | 0.091822000s | 23901 B
              278224 | 0.066900900s | 24145 B
              281027 | 0.072323900s | 24388 B
              283830 | 0.091991500s | 24631 B
              286633 | 0.097698000s | 24874 B
              289436 | 0.087901100s | 25118 B
              292239 | 0.085369400s | 25361 B
              295042 | 0.076068500s | 25604 B
              297845 | 0.107536500s | 25847 B
              300648 | 0.093725800s | 26091 B
              303451 | 0.104353800s | 26334 B
              306254 | 0.077517100s | 26577 B
              309057 | 0.077890400s | 26820 B
              311860 | 0.091287800s | 27064 B
              314663 | 0.085145000s | 27307 B
              317466 | 0.085065600s | 27550 B
              320269 | 0.088494400s | 27793 B
              323072 | 0.088252500s | 28037 B
              325875 | 0.125963100s | 28280 B
              328678 | 0.086205600s | 28523 B
              331481 | 0.126585800s | 28766 B
              334284 | 0.101934500s | 29010 B
              337087 | 0.109406100s | 29253 B
              339890 | 0.127287900s | 29496 B
              342693 | 0.089765000s | 29739 B
              345496 | 0.083483000s | 29983 B
              348299 | 0.106488300s | 30226 B
              351102 | 0.114985800s | 30469 B
              353905 | 0.097717900s | 30712 B
              356708 | 0.101326600s | 30956 B
              359511 | 0.108508900s | 31199 B
              362314 | 0.101556100s | 31442 B
              365117 | 0.106658400s | 31685 B
              367920 | 0.100471500s | 31929 B
              370723 | 0.100776500s | 32172 B
              373526 | 0.097671200s | 32415 B
              376329 | 0.095532900s | 32658 B
              379132 | 0.106219400s | 32902 B
              381935 | 0.128773100s | 33145 B
              384738 | 0.126072100s | 33388 B
              387541 | 0.114667200s | 33631 B
              390344 | 0.111365200s | 33875 B
              393147 | 0.146734700s | 34118 B
              395950 | 0.111307600s | 34361 B
              398753 | 0.105098900s | 34604 B
              401556 | 0.094820600s | 34847 B
              404359 | 0.120835800s | 35091 B
              407162 | 0.147454700s | 35334 B
              409965 | 0.137545600s | 35577 B
              412768 | 0.115779300s | 35820 B
              415571 | 0.121852900s | 36064 B
              418374 | 0.100499100s | 36307 B
              421177 | 0.111800200s | 36550 B
              423980 | 0.104013300s | 36793 B
              426783 | 0.134408400s | 37037 B
              429586 | 0.101335800s | 37280 B
              432389 | 0.141831600s | 37523 B
              435192 | 0.111869400s | 37766 B
              437995 | 0.145705600s | 38010 B
              440798 | 0.122613700s | 38253 B
              443601 | 0.140295200s | 38496 B
              446404 | 0.194397800s | 38739 B
              449207 | 0.301759700s | 38983 B
              452010 | 0.263915500s | 39226 B
              454813 | 0.236042500s | 39469 B
              457616 | 0.192365800s | 39712 B
              460419 | 0.154377100s | 39956 B
              463222 | 0.147281600s | 40199 B
              466025 | 0.132600600s | 40442 B
              468828 | 0.128042700s | 40685 B
              471631 | 0.125443300s | 40929 B
              474434 | 0.124576100s | 41172 B
              477237 | 0.135676300s | 41415 B
              480040 | 0.148024900s | 41658 B
              482843 | 0.140799800s | 41902 B
              485646 | 0.146838300s | 42145 B
              488449 | 0.124199200s | 42388 B
              491252 | 0.198152600s | 42631 B
              494055 | 0.164926200s | 42875 B
              496858 | 0.151031300s | 43118 B
              499661 | 0.173147800s | 43361 B
              502464 | 0.164077400s | 43604 B
              505267 | 0.147559600s | 43848 B
              508070 | 0.170400600s | 44091 B
              510873 | 0.185106700s | 44334 B
              513676 | 0.169991400s | 44577 B
              516479 | 0.190059300s | 44821 B
              519282 | 0.193663500s | 45064 B
              522085 | 0.196629000s | 45307 B
              524888 | 0.155151300s | 45550 B
              527691 | 0.191817400s | 45794 B
              530494 | 0.181581400s | 46037 B
              533297 | 0.166967400s | 46280 B
              536100 | 0.147190900s | 46523 B
              538903 | 0.168126700s | 46766 B
              541706 | 0.135817300s | 47010 B
              544509 | 0.213801100s | 47253 B
              547312 | 0.160843700s | 47496 B
              550115 | 0.149599600s | 47739 B
              552918 | 0.181760800s | 47983 B
              555721 | 0.166917100s | 48226 B
              558524 | 0.160304300s | 48469 B
              561327 | 0.166035700s | 48712 B
              564130 | 0.184142900s | 48956 B
              566933 | 0.217140800s | 49199 B
              569736 | 0.163330000s | 49442 B
              572539 | 0.181689100s | 49685 B
              575342 | 0.197603900s | 49929 B
              578145 | 0.171313000s | 50172 B
              580948 | 0.191719600s | 50415 B
              583751 | 0.174143700s | 50658 B
              586554 | 0.191239200s | 50902 B
              589357 | 0.210359200s | 51145 B
              592160 | 0.209635700s | 51388 B
              594963 | 0.194946300s | 51631 B
              597766 | 0.211732200s | 51875 B
              600569 | 0.203732800s | 52118 B
              603372 | 0.168910800s | 52361 B
              606175 | 0.222945200s | 52604 B
              608978 | 0.166867000s | 52848 B
              611781 | 0.170827400s | 53091 B
              614584 | 0.160494000s | 53334 B
              617387 | 0.185883100s | 53577 B
              620190 | 0.183631000s | 53821 B
              622993 | 0.161307100s | 54064 B
              625796 | 0.175576200s | 54307 B
              628599 | 0.218632300s | 54550 B
              631402 | 0.201343300s | 54794 B
              634205 | 0.197339500s | 55037 B
              637008 | 0.175269600s | 55280 B
              639811 | 0.208632900s | 55523 B
              642614 | 0.224211700s | 55767 B
              645417 | 0.232652700s | 56010 B
              648220 | 0.214908700s | 56253 B
              651023 | 0.232339800s | 56496 B
              653826 | 0.206183900s | 56740 B
              656629 | 0.199821100s | 56983 B
              659432 | 0.216175600s | 57226 B
              662235 | 0.247353600s | 57469 B
              665038 | 0.221839100s | 57713 B
              667841 | 0.200033300s | 57956 B
              670644 | 0.208478900s | 58199 B
              673447 | 0.200209600s | 58442 B
              676250 | 0.188973400s | 58685 B
              679053 | 0.226527800s | 58929 B
              681856 | 0.195115900s | 59172 B
              684659 | 0.216674800s | 59415 B
              687462 | 0.222446200s | 59658 B
              690265 | 0.222454700s | 59902 B
              693068 | 0.222344200s | 60145 B
              695871 | 0.240054300s | 60388 B
              698674 | 0.198988900s | 60631 B
              701477 | 0.210114600s | 60875 B
              704280 | 0.237858500s | 61118 B
              707083 | 0.208837400s | 61361 B
              709886 | 0.285575900s | 61604 B
              712689 | 0.240716800s | 61848 B
              715492 | 0.213763000s | 62091 B
              718295 | 0.284730400s | 62334 B
              721098 | 0.203016800s | 62577 B
              723901 | 0.229663700s | 62821 B
              726704 | 0.207602200s | 63064 B
              729507 | 0.204173800s | 63307 B
              732310 | 0.211353800s | 63550 B
              735113 | 0.200370300s | 63794 B
              737916 | 0.195202200s | 64037 B
              740719 | 0.229125900s | 64280 B
              743522 | 0.219372600s | 64523 B
              746325 | 0.255922900s | 64767 B
              749128 | 0.209744200s | 65010 B
              751931 | 0.225831600s | 65253 B
              754734 | 0.215042800s | 65496 B
              757537 | 0.246004000s | 65740 B
              760340 | 0.220843000s | 65983 B
              763143 | 0.210790000s | 66226 B
              765946 | 0.315289500s | 66469 B
              768749 | 0.258118500s | 66713 B
              771552 | 0.245135000s | 66956 B
              774355 | 0.320522000s | 67199 B
              777158 | 0.303849400s | 67442 B
              779961 | 0.273570100s | 67686 B
              782764 | 0.274774800s | 67929 B
              785567 | 0.308970300s | 68172 B
              788370 | 0.226686000s | 68415 B
              791173 | 0.224467900s | 68659 B
              793976 | 0.269944300s | 68902 B
              796779 | 0.278474100s | 69145 B
              799582 | 0.250935000s | 69388 B
              802385 | 0.238471400s | 69632 B
              805188 | 0.244942500s | 69875 B
              807991 | 0.257584800s | 70118 B
              810794 | 0.263212100s | 70361 B
              813597 | 0.246050600s | 70604 B
              816400 | 0.260761100s | 70848 B
              819203 | 0.221134600s | 71091 B
              822006 | 0.318958100s | 71334 B
              824809 | 0.274357800s | 71577 B
              827612 | 0.250713600s | 71821 B
              830415 | 0.307790400s | 72064 B
              833218 | 0.260644500s | 72307 B
              836021 | 0.290781200s | 72550 B
              838824 | 0.293631000s | 72794 B
              841627 | 0.343581500s | 73037 B
              844430 | 0.295664100s | 73280 B
              847233 | 0.281847900s | 73523 B
              850036 | 0.307776900s | 73767 B
              852839 | 0.288024300s | 74010 B
              855642 | 0.272638500s | 74253 B
              858445 | 0.284303300s | 74496 B
              861248 | 0.237171200s | 74740 B
              864051 | 0.349304700s | 74983 B
              866854 | 0.279194700s | 75226 B
              869657 | 0.268335000s | 75469 B
              872460 | 0.241715700s | 75713 B
              875263 | 0.309163200s | 75956 B
              878066 | 0.297269400s | 76199 B
              880869 | 0.274485600s | 76442 B
              883672 | 0.293082600s | 76686 B
              886475 | 0.355997500s | 76929 B
              889278 | 0.325451900s | 77172 B
              892081 | 0.291222900s | 77415 B
              894884 | 0.286869800s | 77659 B
              897687 | 0.320642600s | 77902 B
              900490 | 0.299549300s | 78145 B
              903293 | 0.329067400s | 78388 B
              906096 | 0.368399200s | 78632 B
              908899 | 0.389991700s | 78875 B
              911702 | 0.315351300s | 79118 B
              914505 | 0.319152500s | 79361 B
              917308 | 0.373743600s | 79605 B
              920111 | 0.280618600s | 79848 B
              922914 | 0.272796800s | 80091 B
              925717 | 0.301779100s | 80334 B
              928520 | 0.266511100s | 80578 B
              931323 | 0.329063200s | 80821 B
              934126 | 0.291620900s | 81064 B
              936929 | 0.304387200s | 81307 B
              939732 | 0.296481100s | 81551 B
              942535 | 0.297475900s | 81794 B
              945338 | 0.311185500s | 82037 B
              948141 | 0.339994900s | 82280 B
              950944 | 0.254902800s | 82524 B
              953747 | 0.290588300s | 82767 B
              956550 | 0.262117300s | 83010 B
              959353 | 0.312942500s | 83253 B
              962156 | 0.305102200s | 83496 B
              964959 | 0.316467800s | 83740 B
              967762 | 0.298929600s | 83983 B
              970565 | 0.307983400s | 84226 B
              973368 | 0.295365100s | 84469 B
              976171 | 0.321714100s | 84713 B
              978974 | 0.295239700s | 84956 B
              981777 | 0.290562300s | 85199 B
              984580 | 0.256728000s | 85442 B
              987383 | 0.338218000s | 85686 B
              990186 | 0.339940400s | 85929 B
              992989 | 0.311467500s | 86172 B
              995792 | 0.304673600s | 86415 B
              998595 | 0.327118000s | 86659 B
             1001398 | 0.328518700s | 86902 B
             1004201 | 0.293835000s | 87145 B
             1007004 | 0.347940400s | 87388 B
             1009807 | 0.353686100s | 87632 B
             1012610 | 0.294898600s | 87875 B
             1015413 | 0.327108700s | 88118 B
             1018216 | 0.339245100s | 88361 B
             1021019 | 0.335334900s | 88605 B
             1023822 | 0.364092400s | 88848 B
             1026625 | 0.355955300s | 89091 B
             1029428 | 0.367705000s | 89334 B
             1032231 | 0.356781800s | 89578 B
             1035034 | 0.371561400s | 89821 B
             1037837 | 0.359677400s | 90064 B
             1040640 | 0.323230500s | 90307 B
             1043443 | 0.474877100s | 90551 B
             1046246 | 0.424710200s | 90794 B
             1049049 | 0.336704900s | 91037 B
             1051852 | 0.336494300s | 91280 B
             1054655 | 0.390919600s | 91524 B
             1057458 | 0.343780100s | 91767 B
             1060261 | 0.432381800s | 92010 B
             1063064 | 0.355966600s | 92253 B
             1065867 | 0.328557600s | 92497 B
             1068670 | 0.361563200s | 92740 B
             1071473 | 0.323602600s | 92983 B
             1074276 | 0.299813000s | 93226 B
             1077079 | 0.424743100s | 93470 B
             1079882 | 0.421590000s | 93713 B
             1082685 | 0.409182900s | 93956 B
             1085488 | 0.350835800s | 94199 B
             1088291 | 0.383048000s | 94443 B
             1091094 | 0.813690500s | 94686 B
             1093897 | 0.393693100s | 94929 B
             1096700 | 1.409265200s | 95172 B
             1099503 | 0.730191500s | 95415 B
             1102306 | 0.549869100s | 95659 B
             1105109 | 0.389523600s | 95902 B
             1107912 | 0.272380900s | 96145 B
             1110715 | 0.273820900s | 96388 B
             1113518 | 0.262340900s | 96632 B
             1116321 | 0.277120200s | 96875 B
             1119124 | 0.242680200s | 97118 B
             1121927 | 0.247723700s | 97361 B
             1124730 | 0.257299800s | 97605 B
             1127533 | 0.271236600s | 97848 B
             1130336 | 0.273183800s | 98091 B
             1133139 | 0.253618600s | 98334 B
             1135942 | 0.250014400s | 98578 B
             1138745 | 0.234333900s | 98821 B
             1141548 | 0.266692400s | 99064 B
             1144351 | 0.264402700s | 99307 B
             1147154 | 0.230761000s | 99551 B
             1149957 | 0.237009400s | 99794 B
             1152760 | 0.274054400s | 100037 B
             1155563 | 0.260250300s | 100280 B
             1158366 | 0.273239300s | 100524 B
             1161169 | 0.265931700s | 100767 B
             1163972 | 0.215911100s | 101010 B
             1166775 | 0.275187600s | 101253 B
             1169578 | 0.232780200s | 101497 B
             1172381 | 0.250409300s | 101740 B
             1175184 | 0.230702800s | 101983 B
             1177987 | 0.241650400s | 102226 B
             1180790 | 0.214192500s | 102470 B
             1183593 | 0.236788100s | 102713 B
             1186396 | 0.238496700s | 102956 B
             1189199 | 0.235911000s | 103199 B
             1192002 | 0.208307500s | 103443 B
             1194805 | 0.249685100s | 103686 B
             1197608 | 0.211121100s | 103929 B
             1200411 | 0.225732700s | 104172 B
             1203214 | 0.236005400s | 104416 B
             1206017 | 0.225421700s | 104659 B
             1208820 | 0.251976500s | 104902 B
             1211623 | 0.280965200s | 105145 B
             1214426 | 0.269533000s | 105389 B
             1217229 | 0.292884500s | 105632 B
             1220032 | 0.296696200s | 105875 B
             1222835 | 0.327766600s | 106118 B
             1225638 | 0.420002200s | 106362 B
             1228441 | 0.373498900s | 106605 B
             1231244 | 0.302599400s | 106848 B
             1234047 | 0.339371300s | 107091 B
             1236850 | 0.348320800s | 107334 B
             1239653 | 0.309355700s | 107578 B
             1242456 | 0.303729800s | 107821 B
             1245259 | 0.285119700s | 108064 B
             1248062 | 0.388185100s | 108307 B
             1250865 | 0.322434400s | 108551 B
             1253668 | 0.285255100s | 108794 B
             1256471 | 0.317460800s | 109037 B
             1259274 | 0.307954000s | 109280 B
             1262077 | 0.331196600s | 109524 B
             1264880 | 0.293575700s | 109767 B
             1267683 | 0.322097900s | 110010 B
             1270486 | 0.288810100s | 110253 B
             1273289 | 0.305167000s | 110497 B
             1276092 | 0.322725300s | 110740 B
             1278895 | 0.382805000s | 110983 B
             1281698 | 0.376894800s | 111226 B
             1284501 | 0.441047200s | 111470 B
             1287304 | 0.343613300s | 111713 B
             1290107 | 0.451121000s | 111956 B
             1292910 | 0.427638400s | 112199 B
             1295713 | 0.366437900s | 112443 B
             1298516 | 0.353044200s | 112686 B
             1301319 | 0.405156100s | 112929 B
             1304122 | 0.390806900s | 113172 B
             1306925 | 0.404237900s | 113416 B
             1309728 | 0.365601000s | 113659 B
             1312531 | 0.354128300s | 113902 B
             1315334 | 0.333538900s | 114145 B
             1318137 | 0.394884100s | 114389 B
             1320940 | 0.401107600s | 114632 B
             1323743 | 0.431159700s | 114875 B
             1326546 | 0.399995400s | 115118 B
             1329349 | 0.342406300s | 115362 B
             1332152 | 0.364887600s | 115605 B
             1334955 | 0.399223500s | 115848 B
             1337758 | 0.392207800s | 116091 B
             1340561 | 0.370593400s | 116335 B
             1343364 | 0.388020900s | 116578 B
             1346167 | 0.405637200s | 116821 B
             1348970 | 0.389413500s | 117064 B
             1351773 | 0.377263300s | 117308 B
             1354576 | 0.397763000s | 117551 B
             1357379 | 0.405592500s | 117794 B
             1360182 | 0.366161400s | 118037 B
             1362985 | 0.404186100s | 118281 B
             1365788 | 0.411427200s | 118524 B
             1368591 | 0.403255100s | 118767 B
             1371394 | 0.423070200s | 119010 B
             1374197 | 0.480363100s | 119253 B
             1377000 | 0.350922800s | 119497 B
             1379803 | 0.388545900s | 119740 B
             1382606 | 0.356277300s | 119983 B
             1385409 | 0.346256200s | 120226 B
             1388212 | 0.378657300s | 120470 B
             1391015 | 0.384599700s | 120713 B
             1393818 | 0.338104600s | 120956 B
             1396621 | 0.374167400s | 121199 B
             1399424 | 0.319593900s | 121443 B
             1402227 | 0.405164700s | 121686 B
             1405030 | 0.379230100s | 121929 B
             1407833 | 0.406668300s | 122172 B
             1410636 | 0.362591400s | 122416 B
             1413439 | 0.427338900s | 122659 B
             1416242 | 0.380448200s | 122902 B
             1419045 | 0.414370400s | 123145 B
             1421848 | 0.362050800s | 123389 B
             1424651 | 0.396792000s | 123632 B
             1427454 | 0.413125000s | 123875 B
             1430257 | 0.374943300s | 124118 B
             1433060 | 0.384604100s | 124362 B
             1435863 | 0.410483900s | 124605 B
             1438666 | 0.396776100s | 124848 B
             1441469 | 0.426452500s | 125091 B
             1444272 | 0.341191200s | 125335 B
             1447075 | 0.344258800s | 125578 B
             1449878 | 0.397638800s | 125821 B
             1452681 | 0.363158600s | 126064 B
             1455484 | 0.387602800s | 126308 B
             1458287 | 0.361091300s | 126551 B
             1461090 | 0.361629300s | 126794 B
             1463893 | 0.374563800s | 127037 B
             1466696 | 0.341595500s | 127281 B
             1469499 | 0.401320200s | 127524 B
             1472302 | 0.400399600s | 127767 B
             1475105 | 0.305529200s | 128010 B
             1477908 | 0.336271700s | 128254 B
             1480711 | 0.333815000s | 128497 B
             1483514 | 0.389479500s | 128740 B
             1486317 | 0.417798500s | 128983 B
             1489120 | 0.352452500s | 129227 B
             1491923 | 0.377006400s | 129470 B
             1494726 | 0.373878800s | 129713 B
             1497529 | 0.385536600s | 129956 B
             1500332 | 0.372513200s | 130200 B
             1503135 | 0.441367600s | 130443 B
             1505938 | 0.398356800s | 130686 B
             1508741 | 0.385333100s | 130929 B
             1511544 | 0.362335700s | 131173 B
             1514347 | 0.408357600s | 131416 B
             1517150 | 0.412192100s | 131659 B
             1519953 | 0.376532900s | 131902 B
             1522756 | 0.374413600s | 132145 B
             1525559 | 0.408338800s | 132389 B
             1528362 | 0.364726800s | 132632 B
             1531165 | 0.418136300s | 132875 B
             1533968 | 0.358124100s | 133118 B
             1536771 | 0.388179500s | 133362 B
             1539574 | 0.462949300s | 133605 B
             1542377 | 0.505090500s | 133848 B
             1545180 | 0.511468200s | 134091 B
             1547983 | 0.538902800s | 134335 B
             1550786 | 0.458383900s | 134578 B
             1553589 | 0.485200200s | 134821 B
             1556392 | 0.509085900s | 135064 B
             1559195 | 0.508763600s | 135308 B
             1561998 | 0.491160200s | 135551 B
             1564801 | 0.425545300s | 135794 B
             1567604 | 0.507667200s | 136037 B
             1570407 | 0.542970300s | 136281 B
             1573210 | 0.426184600s | 136524 B
             1576013 | 0.440147100s | 136767 B
             1578816 | 0.415152900s | 137010 B
             1581619 | 0.437602600s | 137254 B
             1584422 | 0.457232100s | 137497 B
             1587225 | 0.442676600s | 137740 B
             1590028 | 0.399793400s | 137983 B
             1592831 | 0.518099000s | 138227 B
             1595634 | 0.442917300s | 138470 B
             1598437 | 0.477380900s | 138713 B
             1601240 | 0.468757000s | 138956 B
             1604043 | 0.483514500s | 139200 B
             1606846 | 0.472224500s | 139443 B
             1609649 | 0.482916200s | 139686 B
             1612452 | 0.473115300s | 139929 B
             1615255 | 0.489564800s | 140173 B
             1618058 | 0.440891800s | 140416 B
             1620861 | 0.544959000s | 140659 B
             1623664 | 0.434578800s | 140902 B
             1626467 | 0.449933200s | 141146 B
             1629270 | 0.462682700s | 141389 B
             1632073 | 0.455207800s | 141632 B
             1634876 | 0.458510200s | 141875 B
             1637679 | 0.529513100s | 142119 B
             1640482 | 0.392985000s | 142362 B
             1643285 | 0.433213600s | 142605 B
             1646088 | 0.418618400s | 142848 B
             1648891 | 0.482094100s | 143092 B
             1651694 | 0.517499700s | 143335 B
             1654497 | 0.503361000s | 143578 B
             1657300 | 0.466206800s | 143821 B
             1660103 | 0.504375200s | 144064 B
             1662906 | 0.543170300s | 144308 B
             1665709 | 0.497871100s | 144551 B
             1668512 | 0.455963500s | 144794 B
             1671315 | 0.436315400s | 145037 B
             1674118 | 0.471009400s | 145281 B
             1676921 | 0.535155700s | 145524 B
             1679724 | 0.477710600s | 145767 B
             1682527 | 0.531369500s | 146010 B
             1685330 | 0.514341600s | 146254 B
             1688133 | 0.464977600s | 146497 B
             1690936 | 0.507367500s | 146740 B
             1693739 | 0.497750900s | 146983 B
             1696542 | 0.512908600s | 147227 B
             1699345 | 0.495094100s | 147470 B
             1702148 | 0.503487300s | 147713 B
             1704951 | 0.524022800s | 147956 B
             1707754 | 0.509632600s | 148200 B
             1710557 | 0.529720700s | 148443 B
             1713360 | 0.477268400s | 148686 B
             1716163 | 0.546620300s | 148929 B
             1718966 | 0.575737600s | 149173 B
             1721769 | 0.524193800s | 149416 B
             1724572 | 0.520328000s | 149659 B
             1727375 | 0.587884700s | 149902 B
             1730178 | 0.498523300s | 150146 B
             1732981 | 0.565613100s | 150389 B
             1735784 | 0.557083600s | 150632 B
             1738587 | 0.558706700s | 150875 B
             1741390 | 0.459153900s | 151119 B
             1744193 | 0.438950500s | 151362 B
             1746996 | 0.417848800s | 151605 B
             1749799 | 0.486247200s | 151848 B
             1752602 | 0.475040100s | 152092 B
             1755405 | 0.431237200s | 152335 B
             1758208 | 0.378815600s | 152578 B
             1761011 | 0.510582100s | 152821 B
             1763814 | 0.507692100s | 153065 B
             1766617 | 0.495468200s | 153308 B
             1769420 | 0.552169100s | 153551 B
             1772223 | 0.509451500s | 153794 B
             1775026 | 0.498509400s | 154038 B
             1777829 | 0.443359600s | 154281 B
             1780632 | 0.478225300s | 154524 B
             1783435 | 0.496495100s | 154767 B
             1786238 | 0.495039200s | 155011 B
             1789041 | 0.493287900s | 155254 B
             1791844 | 0.504717500s | 155497 B
             1794647 | 0.496874400s | 155740 B
             1797450 | 0.499448100s | 155983 B
             1800253 | 0.561407500s | 156227 B
             1803056 | 0.590278400s | 156470 B
             1805859 | 0.581255900s | 156713 B
             1808662 | 0.568679000s | 156956 B
             1811465 | 0.540906400s | 157200 B
             1814268 | 0.663680100s | 157443 B
             1817071 | 0.666462200s | 157686 B
             1819874 | 0.489751600s | 157929 B
             1822677 | 0.579103800s | 158173 B
             1825480 | 0.507312300s | 158416 B
             1828283 | 0.552755300s | 158659 B
             1831086 | 0.516946000s | 158902 B
             1833889 | 0.557046300s | 159146 B
             1836692 | 0.434452200s | 159389 B
             1839495 | 0.445155300s | 159632 B
             1842298 | 0.481504600s | 159875 B
             1845101 | 0.518602900s | 160119 B
             1847904 | 0.441121500s | 160362 B
             1850707 | 0.508907100s | 160605 B
             1853510 | 0.446696400s | 160848 B
             1856313 | 0.491061300s | 161092 B
             1859116 | 0.508546100s | 161335 B
             1861919 | 0.511203600s | 161578 B
             1864722 | 0.451655300s | 161821 B
             1867525 | 0.503178800s | 162065 B
             1870328 | 0.503029700s | 162308 B
             1873131 | 0.514114700s | 162551 B
             1875934 | 0.558961200s | 162794 B
             1878737 | 0.484130500s | 163038 B
             1881540 | 0.496303800s | 163281 B
             1884343 | 0.499391000s | 163524 B
             1887146 | 0.508412200s | 163767 B
             1889949 | 0.525378700s | 164011 B
             1892752 | 0.455298200s | 164254 B
             1895555 | 0.504051300s | 164497 B
             1898358 | 0.557597200s | 164740 B
             1901161 | 0.453721600s | 164984 B
             1903964 | 0.485512200s | 165227 B
             1906767 | 0.488853000s | 165470 B
             1909570 | 0.470567800s | 165713 B
             1912373 | 0.500418700s | 165957 B
             1915176 | 0.460523200s | 166200 B
             1917979 | 0.457038100s | 166443 B
             1920782 | 0.512046800s | 166686 B
             1923585 | 0.453818900s | 166930 B
             1926388 | 0.509451500s | 167173 B
             1929191 | 0.578469100s | 167416 B
             1931994 | 0.564067400s | 167659 B
             1934797 | 0.526266800s | 167903 B
             1937600 | 0.454360200s | 168146 B
             1940403 | 0.557493100s | 168389 B
             1943206 | 0.534866600s | 168632 B
             1946009 | 0.539280400s | 168875 B
             1948812 | 0.527404500s | 169119 B
             1951615 | 0.603580600s | 169362 B
             1954418 | 0.538023400s | 169605 B
             1957221 | 0.586633200s | 169848 B
             1960024 | 0.510830900s | 170092 B
             1962827 | 0.576295200s | 170335 B
             1965630 | 0.625338600s | 170578 B
             1968433 | 0.501270200s | 170821 B
             1971236 | 0.481762000s | 171065 B
             1974039 | 0.574627500s | 171308 B
             1976842 | 0.494402500s | 171551 B
             1979645 | 0.546152900s | 171794 B
             1982448 | 0.526723700s | 172038 B
             1985251 | 0.490123800s | 172281 B
             1988054 | 0.517271400s | 172524 B
             1990857 | 0.492618100s | 172767 B
             1993660 | 0.536204900s | 173011 B
             1996463 | 0.558463000s | 173254 B
             1999266 | 0.458665300s | 173497 B
             2002069 | 0.503458800s | 173740 B
             2004872 | 0.506617900s | 173984 B
             2007675 | 0.528582700s | 174227 B
             2010478 | 0.539178700s | 174470 B
             2013281 | 0.502020600s | 174713 B
             2016084 | 0.504526800s | 174957 B
             2018887 | 0.603624500s | 175200 B
             2021690 | 0.683985800s | 175443 B
             2024493 | 0.623553100s | 175686 B
             2027296 | 0.527954900s | 175930 B
             2030099 | 0.531715700s | 176173 B
             2032902 | 0.525641900s | 176416 B
             2035705 | 0.665585400s | 176659 B
             2038508 | 0.600512600s | 176903 B
             2041311 | 0.639271500s | 177146 B
             2044114 | 0.566738800s | 177389 B
             2046917 | 0.644908700s | 177632 B
             2049720 | 0.595292700s | 177876 B
             2052523 | 0.609739500s | 178119 B
             2055326 | 0.635048600s | 178362 B
             2058129 | 0.650100300s | 178605 B
             2060932 | 0.566915300s | 178849 B
             2063735 | 0.695799300s | 179092 B
             2066538 | 0.689008200s | 179335 B
             2069341 | 0.736308800s | 179578 B
             2072144 | 0.678087900s | 179822 B
             2074947 | 0.718741900s | 180065 B
             2077750 | 0.705968400s | 180308 B
             2080553 | 0.752596100s | 180551 B
             2083356 | 0.671232100s | 180794 B
             2086159 | 0.715383300s | 181038 B
             2088962 | 0.588394600s | 181281 B
             2091765 | 0.795123300s | 181524 B
             2094568 | 0.737789600s | 181767 B
             2097371 | 0.575915600s | 182011 B
