#   Fibonacci index  |   Time (s)   | Size (bytes) 
# -------------------+--------------+--------------
               17287 | 0.002650000s | 1504 B
               17701 | 0.002548900s | 1536 B
               18115 | 0.002631300s | 1584 B
               18529 | 0.002987800s | 1616 B
               18943 | 0.002970100s | 1648 B
               19357 | 0.003319200s | 1680 B
               19771 | 0.003100800s | 1728 B
               20185 | 0.003358500s | 1760 B
               20599 | 0.003500700s | 1792 B
               21013 | 0.003507000s | 1824 B
               21427 | 0.003716100s | 1872 B
               21841 | 0.004169400s | 1904 B
               22255 | 0.004053200s | 1936 B
               22669 | 0.004328200s | 1968 B
               23083 | 0.004664700s | 2016 B
               23497 | 0.004452600s | 2048 B
               23911 | 0.005070100s | 2080 B
               24325 | 0.005083100s | 2112 B
               24739 | 0.005269600s | 2160 B
               25153 | 0.004716700s | 2192 B
               25567 | 0.005192600s | 2224 B
               25981 | 0.004967500s | 2256 B
               26395 | 0.005060200s | 2304 B
               26809 | 0.004936700s | 2336 B
               27223 | 0.005969000s | 2368 B
               27637 | 0.005625100s | 2400 B
               28051 | 0.005352700s | 2448 B
               28465 | 0.007156900s | 2480 B
               28879 | 0.006178300s | 2512 B
               29293 | 0.006618400s | 2544 B
               29707 | 0.008103600s | 2592 B
               30121 | 0.007315600s | 2624 B
               30535 | 0.006565300s | 2656 B
               30949 | 0.008622600s | 2688 B
               31363 | 0.008547400s | 2736 B
               31777 | 0.008717300s | 2768 B
               32191 | 0.008589500s | 2800 B
               32605 | 0.007705600s | 2832 B
               33019 | 0.008227600s | 2880 B
               33433 | 0.009111600s | 2912 B
               33847 | 0.007658700s | 2944 B
               34261 | 0.008625200s | 2976 B
               34675 | 0.008820800s | 3024 B
               35089 | 0.009294900s | 3056 B
               35503 | 0.010030700s | 3088 B
               35917 | 0.009134800s | 3120 B
               36331 | 0.009602400s | 3168 B
               36745 | 0.010258200s | 3200 B
               37159 | 0.011271700s | 3232 B
               37573 | 0.011972200s | 3264 B
               37987 | 0.012659400s | 3312 B
               38401 | 0.011517200s | 3344 B
               38815 | 0.010589700s | 3376 B
               39229 | 0.012057300s | 3408 B
               39643 | 0.012976300s | 3456 B
               40057 | 0.012826800s | 3488 B
               40471 | 0.011745900s | 3520 B
               40885 | 0.011317600s | 3552 B
               41299 | 0.013111600s | 3584 B
               41713 | 0.013903100s | 3632 B
               42127 | 0.013583900s | 3664 B
               42541 | 0.014723700s | 3696 B
               42955 | 0.014386900s | 3728 B
               43369 | 0.014009900s | 3776 B
               43783 | 0.014893700s | 3808 B
               44197 | 0.018402100s | 3840 B
               44611 | 0.017488600s | 3872 B
               45025 | 0.015487500s | 3920 B
               45439 | 0.015181300s | 3952 B
               45853 | 0.016473600s | 3984 B
               46267 | 0.017963800s | 4016 B
               46681 | 0.015755700s | 4064 B
               47095 | 0.016443100s | 4096 B
               47509 | 0.015900300s | 4128 B
               47923 | 0.016460200s | 4160 B
               48337 | 0.017712000s | 4208 B
               48751 | 0.015199200s | 4240 B
               49165 | 0.015604600s | 4272 B
               49579 | 0.015608000s | 4304 B
               49993 | 0.016327200s | 4352 B
               50407 | 0.015864000s | 4384 B
               50821 | 0.015969400s | 4416 B
               51235 | 0.018092500s | 4448 B
               51649 | 0.019348600s | 4496 B
               52063 | 0.019249000s | 4528 B
               52477 | 0.016943300s | 4560 B
               52891 | 0.017892100s | 4592 B
               53305 | 0.017727600s | 4640 B
               53719 | 0.020351600s | 4672 B
               54133 | 0.021211300s | 4704 B
               54547 | 0.021010100s | 4736 B
               54961 | 0.022093800s | 4784 B
               55375 | 0.023038200s | 4816 B
               55789 | 0.023312800s | 4848 B
               56203 | 0.025182600s | 4880 B
               56617 | 0.023880600s | 4928 B
               57031 | 0.023320700s | 4960 B
               57445 | 0.027054000s | 4992 B
               57859 | 0.024820500s | 5024 B
               58273 | 0.024911600s | 5072 B
               58687 | 0.026170800s | 5104 B
               59101 | 0.025366600s | 5136 B
               59515 | 0.025529200s | 5168 B
               59929 | 0.027056200s | 5216 B
               60343 | 0.037123200s | 5248 B
               60757 | 0.032893700s | 5280 B
               61171 | 0.032867300s | 5312 B
               61585 | 0.027736000s | 5360 B
               61999 | 0.033094500s | 5392 B
               62413 | 0.031305700s | 5424 B
               62827 | 0.027161000s | 5456 B
               63241 | 0.036606400s | 5488 B
               63655 | 0.038374400s | 5536 B
               64069 | 0.030523000s | 5568 B
               64483 | 0.030230500s | 5600 B
               64897 | 0.030399700s | 5632 B
               65311 | 0.031965000s | 5680 B
               65725 | 0.031843600s | 5712 B
               66139 | 0.034771800s | 5744 B
               66553 | 0.030514600s | 5776 B
               66967 | 0.034168000s | 5824 B
               67381 | 0.032599900s | 5856 B
               67795 | 0.032297200s | 5888 B
               68209 | 0.035828500s | 5920 B
               68623 | 0.038742800s | 5968 B
               69037 | 0.036528100s | 6000 B
               69451 | 0.035425800s | 6032 B
               69865 | 0.035788900s | 6064 B
               70279 | 0.037869000s | 6112 B
               70693 | 0.036342100s | 6144 B
               71107 | 0.036383100s | 6176 B
               71521 | 0.038935700s | 6208 B
               71935 | 0.036677100s | 6256 B
               72349 | 0.035981400s | 6288 B
               72763 | 0.039058600s | 6320 B
               73177 | 0.037574200s | 6352 B
               73591 | 0.043074500s | 6400 B
               74005 | 0.039307900s | 6432 B
               74419 | 0.041951500s | 6464 B
               74833 | 0.038671600s | 6496 B
               75247 | 0.043002600s | 6544 B
               75661 | 0.041566200s | 6576 B
               76075 | 0.041510100s | 6608 B
               76489 | 0.043372400s | 6640 B
               76903 | 0.044613800s | 6688 B
               77317 | 0.041265700s | 6720 B
               77731 | 0.049107800s | 6752 B
               78145 | 0.044228500s | 6784 B
               78559 | 0.042459100s | 6832 B
               78973 | 0.044862200s | 6864 B
               79387 | 0.043921700s | 6896 B
               79801 | 0.046497400s | 6928 B
               80215 | 0.049040900s | 6976 B
               80629 | 0.046660600s | 7008 B
               81043 | 0.047590400s | 7040 B
               81457 | 0.048998200s | 7072 B
               81871 | 0.047781200s | 7120 B
               82285 | 0.054351100s | 7152 B
               82699 | 0.048885600s | 7184 B
               83113 | 0.048423400s | 7216 B
               83527 | 0.051993000s | 7264 B
               83941 | 0.062531900s | 7296 B
               84355 | 0.064363700s | 7328 B
               84769 | 0.052307500s | 7360 B
               85183 | 0.058541700s | 7408 B
               85597 | 0.058108600s | 7440 B
               86011 | 0.057297800s | 7472 B
               86425 | 0.050839300s | 7504 B
               86839 | 0.049557500s | 7536 B
               87253 | 0.052552900s | 7584 B
               87667 | 0.049775800s | 7616 B
               88081 | 0.055045500s | 7648 B
               88495 | 0.065542800s | 7680 B
               88909 | 0.058301200s | 7728 B
               89323 | 0.058525100s | 7760 B
               89737 | 0.060410500s | 7792 B
               90151 | 0.060861800s | 7824 B
               90565 | 0.063040100s | 7872 B
               90979 | 0.058427400s | 7904 B
               91393 | 0.060952500s | 7936 B
               91807 | 0.063301100s | 7968 B
               92221 | 0.067533300s | 8016 B
               92635 | 0.059692200s | 8048 B
               93049 | 0.060734100s | 8080 B
               93463 | 0.062039300s | 8112 B
               93877 | 0.062201300s | 8160 B
               94291 | 0.066394600s | 8192 B
               94705 | 0.061920700s | 8224 B
               95119 | 0.066710300s | 8256 B
               95533 | 0.064276700s | 8304 B
               95947 | 0.072243900s | 8336 B
               96361 | 0.069176200s | 8368 B
               96775 | 0.069510100s | 8400 B
               97189 | 0.069942100s | 8448 B
               97603 | 0.066924300s | 8480 B
               98017 | 0.069397100s | 8512 B
               98431 | 0.070196700s | 8544 B
               98845 | 0.086970000s | 8592 B
               99259 | 0.085363600s | 8624 B
               99673 | 0.081691300s | 8656 B
              100087 | 0.073377100s | 8688 B
              100501 | 0.074052600s | 8736 B
              100915 | 0.072723400s | 8768 B
              101329 | 0.071991000s | 8800 B
              101743 | 0.077272600s | 8832 B
              102157 | 0.081856400s | 8880 B
              102571 | 0.074984400s | 8912 B
              102985 | 0.074350600s | 8944 B
              103399 | 0.074388400s | 8976 B
              103813 | 0.076901300s | 9024 B
              104227 | 0.077433900s | 9056 B
              104641 | 0.075524700s | 9088 B
              105055 | 0.085934700s | 9120 B
              105469 | 0.080423000s | 9168 B
              105883 | 0.077979800s | 9200 B
              106297 | 0.080992100s | 9232 B
              106711 | 0.083205800s | 9264 B
              107125 | 0.080723800s | 9312 B
              107539 | 0.081476300s | 9344 B
              107953 | 0.085168600s | 9376 B
              108367 | 0.088324000s | 9408 B
              108781 | 0.087295600s | 9440 B
              109195 | 0.084891600s | 9488 B
              109609 | 0.082369400s | 9520 B
              110023 | 0.084285200s | 9552 B
              110437 | 0.109968700s | 9584 B
              110851 | 0.087984400s | 9632 B
              111265 | 0.087465100s | 9664 B
              111679 | 0.088107700s | 9696 B
              112093 | 0.082537000s | 9728 B
              112507 | 0.087717600s | 9776 B
              112921 | 0.087541600s | 9808 B
              113335 | 0.085519400s | 9840 B
              113749 | 0.097913000s | 9872 B
              114163 | 0.088189100s | 9920 B
              114577 | 0.099128900s | 9952 B
              114991 | 0.092598500s | 9984 B
              115405 | 0.093191600s | 10016 B
              115819 | 0.100562900s | 10064 B
              116233 | 0.091366400s | 10096 B
              116647 | 0.098422900s | 10128 B
              117061 | 0.098570200s | 10160 B
              117475 | 0.098926900s | 10208 B
              117889 | 0.103060700s | 10240 B
              118303 | 0.101210900s | 10272 B
              118717 | 0.097507400s | 10304 B
              119131 | 0.104359800s | 10352 B
              119545 | 0.104324900s | 10384 B
              119959 | 0.119611900s | 10416 B
              120373 | 0.117711300s | 10448 B
              120787 | 0.108308600s | 10496 B
              121201 | 0.108317000s | 10528 B
              121615 | 0.097749200s | 10560 B
              122029 | 0.095493500s | 10592 B
              122443 | 0.098573400s | 10640 B
              122857 | 0.111790000s | 10672 B
              123271 | 0.110550300s | 10704 B
              123685 | 0.106660600s | 10736 B
              124099 | 0.113361600s | 10784 B
              124513 | 0.108780600s | 10816 B
              124927 | 0.146281900s | 10848 B
              125341 | 0.141513100s | 10880 B
              125755 | 0.129316600s | 10928 B
              126169 | 0.139330800s | 10960 B
              126583 | 0.128360500s | 10992 B
              126997 | 0.134687000s | 11024 B
              127411 | 0.119894700s | 11072 B
              127825 | 0.133326300s | 11104 B
              128239 | 0.145275800s | 11136 B
              128653 | 0.132436700s | 11168 B
              129067 | 0.134760600s | 11216 B
              129481 | 0.130102000s | 11248 B
              129895 | 0.127721700s | 11280 B
              130309 | 0.119599100s | 11312 B
              130723 | 0.127618200s | 11360 B
              131137 | 0.126485200s | 11392 B
              131551 | 0.126543600s | 11424 B
              131965 | 0.128639400s | 11456 B
              132379 | 0.128542000s | 11488 B
              132793 | 0.129448300s | 11536 B
              133207 | 0.130482200s | 11568 B
              133621 | 0.137135600s | 11600 B
              134035 | 0.128839500s | 11632 B
              134449 | 0.129506400s | 11680 B
              134863 | 0.139334700s | 11712 B
              135277 | 0.156461500s | 11744 B
              135691 | 0.142244900s | 11776 B
              136105 | 0.140269500s | 11824 B
              136519 | 0.139397600s | 11856 B
              136933 | 0.136675400s | 11888 B
              137347 | 0.138206500s | 11920 B
              137761 | 0.146243100s | 11968 B
              138175 | 0.130312500s | 12000 B
              138589 | 0.140048400s | 12032 B
              139003 | 0.141539400s | 12064 B
              139417 | 0.145309600s | 12112 B
              139831 | 0.141737500s | 12144 B
              140245 | 0.143850400s | 12176 B
              140659 | 0.138609900s | 12208 B
              141073 | 0.154655100s | 12256 B
              141487 | 0.163817600s | 12288 B
              141901 | 0.165681000s | 12320 B
              142315 | 0.151089600s | 12352 B
              142729 | 0.151180400s | 12400 B
              143143 | 0.145464900s | 12432 B
              143557 | 0.155293800s | 12464 B
              143971 | 0.152950700s | 12496 B
              144385 | 0.149815200s | 12544 B
              144799 | 0.156267300s | 12576 B
              145213 | 0.148308600s | 12608 B
              145627 | 0.159138200s | 12640 B
              146041 | 0.157535600s | 12688 B
              146455 | 0.154644400s | 12720 B
              146869 | 0.160518700s | 12752 B
              147283 | 0.157810400s | 12784 B
              147697 | 0.199480900s | 12832 B
              148111 | 0.173876500s | 12864 B
              148525 | 0.162500500s | 12896 B
              148939 | 0.158115600s | 12928 B
              149353 | 0.162349600s | 12976 B
              149767 | 0.163774200s | 13008 B
              150181 | 0.169401900s | 13040 B
              150595 | 0.167741100s | 13072 B
              151009 | 0.233790100s | 13120 B
              151423 | 0.183370400s | 13152 B
              151837 | 0.174270400s | 13184 B
              152251 | 0.164136100s | 13216 B
              152665 | 0.181171500s | 13264 B
              153079 | 0.182862000s | 13296 B
              153493 | 0.172929100s | 13328 B
              153907 | 0.170649500s | 13360 B
              154321 | 0.173323100s | 13392 B
              154735 | 0.172361000s | 13440 B
              155149 | 0.169347900s | 13472 B
              155563 | 0.167338300s | 13504 B
              155977 | 0.172367100s | 13536 B
              156391 | 0.168489300s | 13584 B
              156805 | 0.175026100s | 13616 B
              157219 | 0.174035800s | 13648 B
              157633 | 0.177849700s | 13680 B
              158047 | 0.194112900s | 13728 B
              158461 | 0.184919100s | 13760 B
              158875 | 0.176387800s | 13792 B
              159289 | 0.174624700s | 13824 B
              159703 | 0.179854400s | 13872 B
              160117 | 0.180167900s | 13904 B
              160531 | 0.181435100s | 13936 B
              160945 | 0.178181100s | 13968 B
              161359 | 0.185652800s | 14016 B
              161773 | 0.180655000s | 14048 B
              162187 | 0.187038400s | 14080 B
              162601 | 0.188517800s | 14112 B
              163015 | 0.192409600s | 14160 B
              163429 | 0.205828100s | 14192 B
              163843 | 0.209536200s | 14224 B
              164257 | 0.200659300s | 14256 B
              164671 | 0.200907400s | 14304 B
              165085 | 0.195412400s | 14336 B
              165499 | 0.195723900s | 14368 B
              165913 | 0.192848800s | 14400 B
              166327 | 0.193603100s | 14448 B
              166741 | 0.204242600s | 14480 B
              167155 | 0.204312700s | 14512 B
              167569 | 0.193682700s | 14544 B
              167983 | 0.222721200s | 14592 B
              168397 | 0.200038300s | 14624 B
              168811 | 0.196576600s | 14656 B
              169225 | 0.205523300s | 14688 B
              169639 | 0.205921000s | 14736 B
              170053 | 0.208254300s | 14768 B
              170467 | 0.212790100s | 14800 B
              170881 | 0.205773600s | 14832 B
              171295 | 0.201674900s | 14880 B
              171709 | 0.208807200s | 14912 B
              172123 | 0.224022900s | 14944 B
              172537 | 0.248302300s | 14976 B
              172951 | 0.219844400s | 15024 B
              173365 | 0.213216100s | 15056 B
              173779 | 0.215306500s | 15088 B
              174193 | 0.210589900s | 15120 B
              174607 | 0.218274200s | 15168 B
              175021 | 0.208098500s | 15200 B
              175435 | 0.198116200s | 15232 B
              175849 | 0.210123700s | 15264 B
              176263 | 0.204386000s | 15312 B
              176677 | 0.241997200s | 15344 B
              177091 | 0.237570600s | 15376 B
              177505 | 0.221373600s | 15408 B
              177919 | 0.208269900s | 15440 B
              178333 | 0.201274500s | 15488 B
              178747 | 0.209699200s | 15520 B
              179161 | 0.201662000s | 15552 B
              179575 | 0.198935300s | 15584 B
              179989 | 0.205430900s | 15632 B
              180403 | 0.204878800s | 15664 B
              180817 | 0.217293900s | 15696 B
              181231 | 0.239223800s | 15728 B
              181645 | 0.210294200s | 15776 B
              182059 | 0.214382500s | 15808 B
              182473 | 0.209580400s | 15840 B
              182887 | 0.208306300s | 15872 B
              183301 | 0.212362200s | 15920 B
              183715 | 0.221208300s | 15952 B
              184129 | 0.220445400s | 15984 B
              184543 | 0.226606200s | 16016 B
              184957 | 0.216527500s | 16064 B
              185371 | 0.252058300s | 16096 B
              185785 | 0.217310500s | 16128 B
              186199 | 0.238198700s | 16160 B
              186613 | 0.216072900s | 16208 B
              187027 | 0.222765500s | 16240 B
              187441 | 0.216877300s | 16272 B
              187855 | 0.221650900s | 16304 B
              188269 | 0.227215400s | 16352 B
              188683 | 0.222676100s | 16384 B
              189097 | 0.230550600s | 16416 B
              189511 | 0.258572500s | 16448 B
              189925 | 0.227796500s | 16496 B
              190339 | 0.242202300s | 16528 B
              190753 | 0.232295600s | 16560 B
              191167 | 0.243918000s | 16592 B
              191581 | 0.236732900s | 16640 B
              191995 | 0.236628200s | 16672 B
              192409 | 0.244376400s | 16704 B
              192823 | 0.247820700s | 16736 B
              193237 | 0.279428400s | 16784 B
              193651 | 0.242087900s | 16816 B
              194065 | 0.240950700s | 16848 B
              194479 | 0.261620000s | 16880 B
              194893 | 0.260823100s | 16928 B
              195307 | 0.249266000s | 16960 B
              195721 | 0.249369000s | 16992 B
              196135 | 0.262460000s | 17024 B
              196549 | 0.246857600s | 17072 B
              196963 | 0.281741300s | 17104 B
              197377 | 0.236717300s | 17136 B
              197791 | 0.250461100s | 17168 B
              198205 | 0.249628300s | 17216 B
              198619 | 0.242579000s | 17248 B
              199033 | 0.250080000s | 17280 B
              199447 | 0.256737200s | 17312 B
              199861 | 0.252047600s | 17344 B
              200275 | 0.257049700s | 17392 B
              200689 | 0.277387600s | 17424 B
              201103 | 0.261698400s | 17456 B
              201517 | 0.254633100s | 17488 B
              201931 | 0.256107800s | 17536 B
              202345 | 0.249676700s | 17568 B
              202759 | 0.263249800s | 17600 B
              203173 | 0.263261400s | 17632 B
              203587 | 0.264966300s | 17680 B
              204001 | 0.293376200s | 17712 B
              204415 | 0.268261400s | 17744 B
              204829 | 0.267945400s | 17776 B
              205243 | 0.257725200s | 17824 B
              205657 | 0.264497600s | 17856 B
              206071 | 0.261093300s | 17888 B
              206485 | 0.272545300s | 17920 B
              206899 | 0.265317500s | 17968 B
              207313 | 0.307909500s | 18000 B
              207727 | 0.292404700s | 18032 B
              208141 | 0.281870500s | 18064 B
              208555 | 0.279689700s | 18112 B
              208969 | 0.269840000s | 18144 B
              209383 | 0.274657300s | 18176 B
              209797 | 0.272649000s | 18208 B
              210211 | 0.278137000s | 18256 B
              210625 | 0.363506400s | 18288 B
              211039 | 0.308699600s | 18320 B
              211453 | 0.280996800s | 18352 B
              211867 | 0.299605000s | 18400 B
              212281 | 0.284086600s | 18432 B
              212695 | 0.285644700s | 18464 B
              213109 | 0.283764000s | 18496 B
              213523 | 0.297486600s | 18544 B
              213937 | 0.330721500s | 18576 B
              214351 | 0.286810700s | 18608 B
              214765 | 0.292201400s | 18640 B
              215179 | 0.289146800s | 18688 B
              215593 | 0.329872800s | 18720 B
              216007 | 0.293150400s | 18752 B
              216421 | 0.308986200s | 18784 B
              216835 | 0.330192300s | 18832 B
              217249 | 0.316824700s | 18864 B
              217663 | 0.298745000s | 18896 B
              218077 | 0.296909800s | 18928 B
              218491 | 0.301670300s | 18976 B
              218905 | 0.306742300s | 19008 B
              219319 | 0.302963300s | 19040 B
              219733 | 0.329610500s | 19072 B
              220147 | 0.314304300s | 19120 B
              220561 | 0.316176900s | 19152 B
              220975 | 0.318349200s | 19184 B
              221389 | 0.310414100s | 19216 B
              221803 | 0.305212800s | 19248 B
              222217 | 0.316125300s | 19296 B
              222631 | 0.344139400s | 19328 B
              223045 | 0.311994700s | 19360 B
              223459 | 0.313254000s | 19392 B
              223873 | 0.321420900s | 19440 B
              224287 | 0.317679000s | 19472 B
              224701 | 0.317028300s | 19504 B
              225115 | 0.319020800s | 19536 B
              225529 | 0.351878800s | 19584 B
              225943 | 0.322766500s | 19616 B
              226357 | 0.328362100s | 19648 B
              226771 | 0.322474000s | 19680 B
              227185 | 0.326754900s | 19728 B
              227599 | 0.329902300s | 19760 B
              228013 | 0.332665200s | 19792 B
              228427 | 0.365576600s | 19824 B
              228841 | 0.316157200s | 19872 B
              229255 | 0.331602100s | 19904 B
              229669 | 0.328215100s | 19936 B
              230083 | 0.335680900s | 19968 B
              230497 | 0.338885400s | 20016 B
              230911 | 0.322511100s | 20048 B
              231325 | 0.368868900s | 20080 B
              231739 | 0.332946700s | 20112 B
              232153 | 0.338624600s | 20160 B
              232567 | 0.360844900s | 20192 B
              232981 | 0.339624700s | 20224 B
              233395 | 0.345957800s | 20256 B
              233809 | 0.373318200s | 20304 B
              234223 | 0.345388200s | 20336 B
              234637 | 0.345448200s | 20368 B
              235051 | 0.353611700s | 20400 B
              235465 | 0.361362700s | 20448 B
              235879 | 0.391023300s | 20480 B
              236293 | 0.496093800s | 20512 B
              236707 | 0.348107000s | 20544 B
              237121 | 0.358267000s | 20592 B
              237535 | 0.359689800s | 20624 B
              237949 | 0.349829400s | 20656 B
              238363 | 0.358779500s | 20688 B
              238777 | 0.392464300s | 20736 B
              239191 | 0.365134100s | 20768 B
              239605 | 0.363236700s | 20800 B
              240019 | 0.361338200s | 20832 B
              240433 | 0.366318700s | 20880 B
              240847 | 0.362431700s | 20912 B
              241261 | 0.392411800s | 20944 B
              241675 | 0.360143400s | 20976 B
              242089 | 0.375175400s | 21024 B
              242503 | 0.373535500s | 21056 B
              242917 | 0.373751700s | 21088 B
              243331 | 0.374313100s | 21120 B
              243745 | 0.409765600s | 21168 B
              244159 | 0.383509100s | 21200 B
              244573 | 0.370701000s | 21232 B
              244987 | 0.380036000s | 21264 B
              245401 | 0.381861700s | 21296 B
              245815 | 0.371660600s | 21344 B
              246229 | 0.419982900s | 21376 B
              246643 | 0.390683000s | 21408 B
              247057 | 0.393856200s | 21440 B
              247471 | 0.407405400s | 21488 B
              247885 | 0.393415600s | 21520 B
              248299 | 0.392398000s | 21552 B
              248713 | 0.420069100s | 21584 B
              249127 | 0.382502800s | 21632 B
              249541 | 0.388874900s | 21664 B
              249955 | 0.405711000s | 21696 B
              250369 | 0.390459600s | 21728 B
              250783 | 0.437445700s | 21776 B
              251197 | 0.410615800s | 21808 B
              251611 | 0.392915900s | 21840 B
              252025 | 0.402859200s | 21872 B
              252439 | 0.408388600s | 21920 B
              252853 | 0.405905000s | 21952 B
              253267 | 0.448080500s | 21984 B
              253681 | 0.409127700s | 22016 B
              254095 | 0.404939400s | 22064 B
              254509 | 0.405548100s | 22096 B
              254923 | 0.409177000s | 22128 B
              255337 | 0.444025100s | 22160 B
              255751 | 0.410425400s | 22208 B
              256165 | 0.410534900s | 22240 B
              256579 | 0.415426800s | 22272 B
              256993 | 0.425852400s | 22304 B
              257407 | 0.457071600s | 22352 B
              257821 | 0.430978500s | 22384 B
              258235 | 0.428252800s | 22416 B
              258649 | 0.411695000s | 22448 B
              259063 | 0.420698200s | 22496 B
              259477 | 0.428815600s | 22528 B
              259891 | 0.460764200s | 22560 B
              260305 | 0.443465500s | 22592 B
              260719 | 0.434153400s | 22640 B
              261133 | 0.431392800s | 22672 B
              261547 | 0.431426600s | 22704 B
              261961 | 0.464934900s | 22736 B
              262375 | 0.429743800s | 22784 B
              262789 | 0.452801100s | 22816 B
              263203 | 0.434356100s | 22848 B
              263617 | 0.451109500s | 22880 B
              264031 | 0.484279700s | 22928 B
              264445 | 0.443797500s | 22960 B
              264859 | 0.440108900s | 22992 B
              265273 | 0.446804500s | 23024 B
              265687 | 0.479436800s | 23072 B
              266101 | 0.481262900s | 23104 B
              266515 | 0.458467000s | 23136 B
              266929 | 0.442183600s | 23168 B
              267343 | 0.464431500s | 23200 B
              267757 | 0.466213200s | 23248 B
              268171 | 0.463173100s | 23280 B
              268585 | 0.440641200s | 23312 B
              268999 | 0.455207000s | 23344 B
              269413 | 0.459937600s | 23392 B
              269827 | 0.488577600s | 23424 B
              270241 | 0.471401700s | 23456 B
              270655 | 0.458572500s | 23488 B
              271069 | 0.450784400s | 23536 B
              271483 | 0.465737000s | 23568 B
              271897 | 0.500107900s | 23600 B
              272311 | 0.471972400s | 23632 B
              272725 | 0.473035600s | 23680 B
              273139 | 0.466007000s | 23712 B
              273553 | 0.492654500s | 23744 B
              273967 | 0.514978600s | 23776 B
              274381 | 0.470569800s | 23824 B
              274795 | 0.481658400s | 23856 B
              275209 | 0.481126500s | 23888 B
              275623 | 0.510506200s | 23920 B
              276037 | 0.492602900s | 23968 B
              276451 | 0.477890700s | 24000 B
              276865 | 0.493107300s | 24032 B
              277279 | 0.472508400s | 24064 B
              277693 | 0.507820400s | 24112 B
              278107 | 0.479676500s | 24144 B
              278521 | 0.487437700s | 24176 B
              278935 | 0.491079900s | 24208 B
              279349 | 0.520714200s | 24256 B
              279763 | 0.517420700s | 24288 B
              280177 | 0.486430400s | 24320 B
              280591 | 0.505828900s | 24352 B
              281005 | 0.506349500s | 24400 B
              281419 | 0.537822000s | 24432 B
              281833 | 0.508581900s | 24464 B
              282247 | 0.500815600s | 24496 B
              282661 | 0.500327900s | 24544 B
              283075 | 0.526027500s | 24576 B
              283489 | 0.506908600s | 24608 B
              283903 | 0.507004400s | 24640 B
              284317 | 0.513547900s | 24688 B
              284731 | 0.515692100s | 24720 B
              285145 | 0.539077400s | 24752 B
              285559 | 0.509756000s | 24784 B
              285973 | 0.518298900s | 24832 B
              286387 | 0.515093900s | 24864 B
              286801 | 0.543863500s | 24896 B
              287215 | 0.519857000s | 24928 B
              287629 | 0.514832900s | 24976 B
              288043 | 0.515579600s | 25008 B
              288457 | 0.561138300s | 25040 B
              288871 | 0.510144400s | 25072 B
              289285 | 0.516577800s | 25120 B
              289699 | 0.538181700s | 25152 B
              290113 | 0.539568700s | 25184 B
              290527 | 0.563316700s | 25216 B
              290941 | 0.524288800s | 25248 B
              291355 | 0.538388200s | 25296 B
              291769 | 0.528859000s | 25328 B
              292183 | 0.555584000s | 25360 B
              292597 | 0.530837000s | 25392 B
              293011 | 0.546133100s | 25440 B
              293425 | 0.542508400s | 25472 B
              293839 | 0.585606500s | 25504 B
              294253 | 0.549051600s | 25536 B
              294667 | 0.552198700s | 25584 B
              295081 | 0.573633500s | 25616 B
              295495 | 0.600935700s | 25648 B
              295909 | 0.661153100s | 25680 B
              296323 | 0.650256100s | 25728 B
              296737 | 0.666511500s | 25760 B
              297151 | 0.638838800s | 25792 B
              297565 | 0.613692500s | 25824 B
              297979 | 0.584736600s | 25872 B
              298393 | 0.599078400s | 25904 B
              298807 | 0.574352600s | 25936 B
              299221 | 0.566931300s | 25968 B
              299635 | 0.571207300s | 26016 B
              300049 | 0.591444600s | 26048 B
              300463 | 0.568702000s | 26080 B
              300877 | 0.577961300s | 26112 B
              301291 | 0.605881800s | 26160 B
              301705 | 0.574775400s | 26192 B
              302119 | 0.561743900s | 26224 B
              302533 | 0.579853200s | 26256 B
              302947 | 0.595731800s | 26304 B
              303361 | 0.576933900s | 26336 B
              303775 | 0.583637900s | 26368 B
              304189 | 0.597051500s | 26400 B
              304603 | 0.624310700s | 26448 B
              305017 | 0.582256300s | 26480 B
              305431 | 0.584302600s | 26512 B
              305845 | 0.583413400s | 26544 B
              306259 | 0.626144000s | 26592 B
              306673 | 0.592899800s | 26624 B
              307087 | 0.586582900s | 26656 B
              307501 | 0.592156700s | 26688 B
              307915 | 0.627584700s | 26736 B
              308329 | 0.595589000s | 26768 B
              308743 | 0.606251700s | 26800 B
              309157 | 0.628777500s | 26832 B
              309571 | 0.612311100s | 26880 B
              309985 | 0.596385200s | 26912 B
              310399 | 0.591199500s | 26944 B
              310813 | 0.637030500s | 26976 B
              311227 | 0.612676200s | 27024 B
              311641 | 0.622113900s | 27056 B
              312055 | 0.623418500s | 27088 B
              312469 | 0.638109100s | 27120 B
              312883 | 0.607454800s | 27152 B
              313297 | 0.616666200s | 27200 B
              313711 | 0.655533300s | 27232 B
              314125 | 0.614071300s | 27264 B
              314539 | 0.612773300s | 27296 B
              314953 | 0.633800500s | 27344 B
              315367 | 0.658571900s | 27376 B
              315781 | 0.627758200s | 27408 B
              316195 | 0.634534800s | 27440 B
              316609 | 0.664089900s | 27488 B
              317023 | 0.619416100s | 27520 B
              317437 | 0.657222900s | 27552 B
              317851 | 0.643150100s | 27584 B
              318265 | 0.662956100s | 27632 B
              318679 | 0.640186100s | 27664 B
              319093 | 0.633622300s | 27696 B
              319507 | 0.676983200s | 27728 B
              319921 | 0.644908400s | 27776 B
              320335 | 0.639423800s | 27808 B
              320749 | 0.638250500s | 27840 B
